country,iso3c,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989
Lebanon,LBN,5036.591578,6404.065384,6852.274159,8293.398979,8848.918331,8117.792843,7369.023224,7990.591832,8520.33499,9569.03623,9779.026384,8954.192491,8484.005935,10272.06575,9660.949608,10257.66871,9822.379879,10585.71235,11913.28403,11876.73418
Lesotho,LSO,793.2729535,682.4707872,674.2433273,669.5483077,616.6647987,615.6452213,707.9217767,696.1227166,821.000647,874.8983324,901.6055728,885.1957568,881.139486,974.1351107,958.9602619,922.0679943,990.527197,1073.297368,1126.526343,1243.151507
Liberia,LBR,630.7563894,578.6780203,342.7409543,339.8534334,1117.346775,893.3443889,334.3237318,583.4718382,585.2771939,592.2493055,546.5232778,591.630503,568.0731007,638.5224922,672.9725588,642.4131708,606.7001055,602.7043205,645.8524412,1116.268357
Libya,LBY,27783.50193,19254.29147,14843.56862,16279.97833,15491.99572,18275.93431,22985.04515,25898.96948,28981.7229,32830.45946,31929.45121,28270.1791,24936.13222,24359.21407,22925.38043,24862.38001,26384.27833,25750.19068,28879.139,29089.02492
Liechtenstein,LIE,697.1340002,607.570408,590.0042247,570.0578561,478.4218942,468.9685701,470.7990564,445.1235004,532.4380864,447.0820814,414.1436133,404.4991032,416.2357463,448.3539364,444.9976814,466.1495054,481.1661032,469.97015,467.317883,451.109018
Lithuania,LTU,28813.30739,28793.09757,29317.91935,29676.48614,30139.937,31205.19157,32048.29735,32870.12541,34537.4533,34534.61513,35373.44325,36354.48961,37492.77902,38774.95887,39846.22286,42317.56485,42933.87477,45310.73816,47264.56733,48627.13723
Luxembourg,LUX,14968.62309,14187.96442,14367.0722,14611.7314,14000.90726,12176.29422,12236.20435,11515.28151,12600.87048,12623.24657,11620.66716,10275.72877,9695.122873,9194.910307,9759.66022,9856.883668,10263.83294,10664.57719,11139.26138,11850.27741
Macao SAR,MAC,907.6721117,796.6059996,744.816817,653.7365849,574.5930234,576.0779161,632.382746,629.2997103,817.1230557,786.0484403,885.4065566,926.2903991,958.3761988,1127.940613,1183.247366,1370.766875,1576.461712,1853.633429,2030.163858,2245.727601
Madagascar,MDG,1150.867617,1176.306764,1211.856095,1235.120202,1258.227176,1199.784245,1274.566471,1139.342396,1200.124427,1228.839467,1196.354493,1323.074414,1429.348291,1520.971552,1593.862322,1542.04282,1507.296707,1456.899555,1500.69748,1431.099311
Malawi,MWI,1101.792801,1118.192001,1150.427995,1170.622894,1189.12855,1149.598511,1275.492483,1211.333547,1352.277539,1408.955717,1376.203052,1416.774868,1507.506584,1624.173049,1657.664796,1607.028744,1520.02425,1506.16312,1598.518485,1604.40769
Malaysia,MYS,16852.30598,18077.1843,19203.09817,21286.50439,22771.03125,22661.33506,26418.64414,27701.68819,30269.47823,32628.95279,34305.1817,38647.15923,40621.33487,44000.08128,43145.92679,42668.73723,40980.94553,39849.56448,41520.8375,45887.33745
Maldives,MDV,347.4311657,281.6933145,263.3596616,231.1718851,185.1171573,158.7881479,151.1409013,131.3747928,171.1104982,149.3276704,136.0797141,145.583004,165.9920737,183.712665,200.3260783,224.3975524,237.0529276,232.1648631,252.2086145,281.9287158
Mali,MLI,911.2781774,872.645113,883.470496,901.0797694,945.6808689,949.2321102,1022.92612,1008.002568,1139.323141,1178.690311,1164.168778,1246.833721,1275.238901,1368.044387,1477.281129,1486.997505,1453.398579,1416.007482,1560.907039,1501.760697
Malta,MLT,1495.579567,1273.095254,1311.161456,1107.381522,968.0744032,893.3741717,955.0389726,947.623031,1164.899393,1076.906069,1145.68729,1293.987132,1513.791534,1367.804831,1669.558464,1665.901223,1909.944394,2293.221209,2529.988505,2732.922705
Mauritania,MRT,1027.752951,877.2691676,917.1119708,922.6889388,979.0753489,1051.480135,1220.094006,1188.001898,1302.663348,1318.521593,1399.599651,1550.10498,1810.051219,1854.432827,1706.213895,1587.597723,1434.604817,3650.254685,3328.523793,2908.792113
Mauritius,MUS,1192.94651,972.3063126,1124.867413,989.0513815,1014.570299,964.0862882,1131.983601,1211.240373,1464.289844,1404.421158,1307.20168,1254.150582,1177.475481,1286.171224,1406.168551,1612.724158,1814.099191,2233.733826,2443.463815,2629.986066
Mexico,MEX,171528.2258,165109.2169,164045.5745,165924.3686,173739.4646,178719.9245,186316.717,184797.4597,203430.721,214169.3961,230995.5886,240264.1271,275702.2112,265663.5593,272373.1801,284651.5723,285051.8985,292388.6378,300426.4345,324376.0409
Monaco,MCO,727.6140743,607.6498438,578.6341995,540.7307891,441.1754104,418.7623812,421.1656044,381.7220947,461.8188719,391.5517533,354.9545103,339.6099226,356.5524799,365.2402164,365.2586353,382.6084428,375.0609354,372.0299334,367.7063837,367.297203
Mongolia,MNG,15265.9645,15387.02082,15648.21186,15943.99217,16271.00574,16836.7241,17808.4302,18621.80729,18574.76,17259.08204,16126.24081,14164.31855,12151.75065,11518.68581,10839.18769,12842.65134,13593.12846,14277.01923,14863.15842,13731.60544
Montenegro,MNE,3035.808494,2947.451327,2716.585132,2807.090182,2673.316693,2691.275369,2632.5517,2462.964259,2659.252866,2666.96479,2555.883311,2771.476057,2581.646868,2774.630874,2934.322692,3024.531608,3140.223464,3139.297303,3222.612045,3270.391204
Morocco,MAR,12679.48562,13284.33925,13443.70123,15431.9345,16899.09939,17618.1769,19189.44429,20455.99059,20657.25992,22945.35205,22934.99836,21138.64357,21213.90725,20728.35035,20950.95093,21042.12544,21769.76838,22271.22378,23025.15829,24883.42557
Mozambique,MOZ,1909.39845,1976.231367,2010.098432,2078.79618,2106.790832,1977.421978,2144.284517,1961.143704,2062.45768,2070.990773,2008.999654,2237.306535,2441.432753,2579.067621,2697.473314,2583.322969,2542.162024,2509.71584,2591.479576,2496.689993
Myanmar,MMR,3604.617449,3530.457297,3480.268139,3796.277609,4047.901667,4056.233829,4473.931531,4725.010808,4884.276659,4861.672939,4837.565843,5368.121108,5592.726214,5627.966603,5776.450717,5928.02461,5803.12477,5784.338399,5603.41017,5809.835989
Namibia,NAM,1049.332388,956.4128831,988.3717635,1033.480881,1342.947435,1479.262688,1814.120362,2131.756709,2767.860633,3505.48333,3960.668504,4612.427075,4057.134512,3865.233265,3944.202462,3658.602274,3750.851001,4086.052232,3586.294069,3327.066583
Nepal,NPL,854.8789316,822.9727577,822.4008846,919.4494852,981.8500454,988.4010975,1076.146379,1156.464598,1217.630005,1270.062464,1299.324187,1441.253269,1471.684651,1502.172735,1532.86042,1540.595571,1530.34729,1545.474092,1587.81819,1603.331879
Netherlands,NLD,164441.3473,159101.8655,169556.7006,157525.3485,143330.7036,141675.1889,153903.8463,155502.6484,167151.5652,171742.4629,156512.3177,134292.7989,121286.5258,122819.9613,121957.3837,127732.7484,138296.5123,150470.012,147503.3135,150581.6239
Netherlands Antilles,ANT,9519.587988,8320.150263,8405.50832,8684.284527,7722.496344,5738.169803,11517.66353,6522.609051,6046.207278,6438.292122,6533.013491,6454.147473,7450.918245,4910.145671,9551.645842,11007.53981,3987.965541,3938.238318,3958.703242,5699.11405
New Caledonia,NCL,669.1015868,534.5267277,521.9030138,499.2975107,480.3586152,487.2811658,513.5713226,502.6318808,614.5798214,612.9576465,694.4316486,618.433513,562.3263664,518.5502669,551.7514914,577.4885114,663.9074563,572.7268571,412.896064,440.7595
New Zealand,NZL,37031.43618,27893.56308,26688.93527,27166.38444,27235.128,25641.18007,22351.73077,24301.09823,25370.31343,24793.61245,25007.57351,25498.17784,26280.8502,25147.57557,26674.92956,27515.07475,27714.11513,28698.3111,28552.83067,28735.15896
Nicaragua,NIC,1834.828412,1689.091217,1670.263932,1667.59788,1639.337917,1612.751763,1621.551657,1653.012606,1612.945414,1468.263341,1498.84085,1540.115534,2118.724821,2320.162059,2417.959901,2492.113914,2580.448282,2521.460183,2773.868225,2729.76721
Niger,NER,636.9142403,547.8546148,549.7120425,609.2799195,618.2258575,659.4766841,734.5494608,783.9584178,1108.681435,1363.400764,1522.652139,1340.606995,1338.104684,1216.523389,1194.207015,1298.122259,1232.502873,1369.267351,1362.148626,1320.704571
Nigeria,NGA,27186.56185,33846.383,39566.94469,45384.99472,55146.77663,48288.16323,56479.79424,53420.95854,53967.9511,65743.12554,68655.88168,70632.45415,66675.71529,59957.5456,63302.85292,61452.71729,57846.10258,47653.36642,53673.16484,39804.22363
Norway,NOR,39622.25052,38916.11306,43476.36884,47587.4114,48715.71677,50523.70645,54538.29477,54869.69502,52671.09315,54692.99712,58026.49844,56630.00438,54341.98736,49163.61277,51581.49099,54195.42555,59571.99235,56012.24389,55357.74818,57239.50166
Gaza Strip,PSE,537.9503886,439.8284379,438.588251,436.4733542,430.030584,445.9274756,551.0599216,582.9185799,735.5778648,769.1716641,795.7999436,770.2366038,689.0641006,683.6496914,630.8117189,625.9663824,704.4442443,790.2651055,797.362273,845.9211188
Oman,OMN,284.2698916,506.9849616,807.5682596,1205.812025,2483.085373,5365.355832,6363.58805,6367.640517,6375.86218,6417.65043,6644.453173,7181.224924,7757.723833,8661.391172,9848.607298,10556.11449,9961.137018,8402.388567,9248.389049,8840.311092
Pakistan,PAK,27654.63323,26452.01242,22365.75377,23960.33739,26362.0151,29085.18536,28661.16366,32581.53612,35572.04955,38754.57564,43378.27777,47132.96078,50265.71007,53599.87619,56750.02229,60587.29584,59207.20473,61516.3801,63035.13965,63083.15376
Panama,PAN,3818.611829,3611.325441,3660.463877,3722.888383,3767.823405,3915.256075,3867.671491,3796.475866,3737.485731,3937.435095,3790.056551,3834.106751,4726.901767,4959.277674,5090.830981,5324.305577,5460.883758,5521.163291,4992.949394,5177.450768
Papua New Guinea,PNG,7272.808656,4844.773513,4442.708145,3862.095835,3836.474899,3598.427966,3559.48364,3584.654771,4037.814336,4001.688588,4230.284701,4494.372459,4411.839072,4248.048167,4168.888441,4103.997707,3974.770767,4225.907698,4106.500218,3613.380196
Paraguay,PRY,777.9884459,816.5494017,949.8904076,1210.221218,1503.247762,1606.943042,1732.338118,1900.722127,2024.657668,2104.031032,2162.988726,2205.869175,3115.573226,3363.165387,3510.15182,3625.43534,3785.136867,3763.447352,3905.040929,3685.699394
Peru,PER,19099.38976,17847.04549,17453.00877,17482.74257,17663.71174,17847.09277,18064.23119,18347.15625,17585.15391,18109.37865,19081.62571,19787.12463,24884.2574,24662.5466,25200.48229,25780.91567,27769.35966,29609.11133,28603.2953,28182.73462
Philippines,PHL,19237.86574,19951.82616,19835.91985,23068.87695,24348.03779,25111.16594,28489.2234,29966.92585,31547.83988,32726.38824,33408.46458,34878.34595,35205.93396,35295.26703,33072.61083,32273.00495,32219.74764,34535.35441,37186.60543,39946.05653
Poland,POL,402947.34,409532.8663,426273.3592,427967.4902,429758.7513,460491.6417,483654.8117,503505.8856,510026.2578,506196.0296,510270.9975,441722.602,448036.5927,451569.0643,455038.5729,456808.7181,446558.5543,429890.2017,421633.4908,388188.5011
Portugal,PRT,21579.39043,22895.18359,25837.89659,30800.74251,33464.27055,29317.13417,30308.7038,30475.05194,30424.89286,32966.41624,35758.65112,37119.0755,38566.93123,37347.75372,35140.70087,34937.11833,38671.23665,41266.0662,45715.42369,52345.19086
Qatar,QAT,6884.827304,8333.572677,9960.11654,11740.58936,10130.61373,10682.97013,10540.75144,10632.60205,11147.33096,14577.69926,14046.05274,14505.68579,14406.77693,12956.21499,13627.49015,13032.10247,13180.42012,11574.17517,11419.37125,13267.95196
South Korea,KOR,54398.43596,52787.04375,52359.34361,60413.10363,63293.34446,67894.2659,81088.55331,92693.63076,106591.7361,127654.543,124989.2768,131170.8329,134280.7583,144970.988,157233.2225,171081.7812,176179.1453,192002.3236,229279.4622,261920.3593
Moldova,MDA,442.7752341,413.445289,410.4342047,400.47835,380.3701473,387.385749,398.7447089,389.813744,398.6262928,343.9974013,301.4700115,304.8004364,341.1418397,366.3323143,374.5820897,408.0298447,403.1095701,409.8242703,425.2152645,460.9857602
Romania,ROU,122770.981,126147.9413,130013.8282,142808.1527,140222.6968,148722.1003,158980.0751,161374.2201,173785.071,175549.4552,171933.7503,178072.8968,175942.2939,178098.7166,169664.2431,177638.9533,182073.5045,187641.7183,181594.451,189875.541
Russia,RUS,1712731.549,1779721.385,1810596.272,1800433.248,1864844.412,1918399.558,1978809.302,2007579.164,2035578.977,1988224.845,2010821.593,1979748.445,2030524.307,2065929.415,2076498.413,2219114.193,2213577.019,2282189.508,2352462.819,2309201.649
Rwanda,RWA,628.3118741,610.7779224,618.3660056,608.7319632,628.7081511,640.2824251,726.9376623,675.2081934,765.5197178,766.2845337,830.1651262,927.6944888,1005.617724,1065.391689,1104.271261,1096.563349,1081.014903,1089.644455,1142.301123,1100.307348
Samoa,WSM,441.0492116,374.0460559,350.1565849,326.9507,281.9979118,279.4134045,259.711261,260.663326,334.6260503,273.9184039,243.9831954,243.8224326,269.9030166,282.1756381,283.7483603,299.8538557,288.3670543,290.8402493,291.7103105,292.4856616
San Marino,SMR,577.2512668,473.8793108,453.6561631,428.1199236,364.573852,341.8145942,341.7030101,322.5436614,400.5303781,348.2473925,330.986752,319.0437801,334.0172513,351.5923811,366.7263968,386.4523945,392.2091257,416.141756,429.1812967,443.6521799
Sao Tome and Principe,STP,285.2731494,233.6246331,224.7143214,225.822867,194.2220071,190.8459969,191.1062448,173.4621901,223.6177347,184.9904991,165.3522723,170.7632275,184.4054175,195.2194217,196.3507071,212.8737114,216.2562443,207.4582829,203.0553282,228.9158515
Saudi Arabia,SAU,5289.906598,8135.119084,14392.81848,30205.958,55549.39732,59656.02069,89386.6981,119265.3693,135944.5626,156239.202,175083.9029,189083.7777,191889.4883,190464.3091,165542.2106,138130.1045,127809.5034,116658.5013,113370.0715,120121.853
Senegal,SEN,2024.855919,1954.877229,2069.725463,2234.556571,2657.642953,3228.298188,2777.785882,3205.419249,3579.784258,4066.276452,4480.49723,4452.341055,4181.461591,3850.70847,4431.695533,3849.554338,3723.936046,3584.959348,3673.659997,4372.391239
Serbia,SRB,38331.84801,40626.84163,38073.63738,39858.49319,39732.86284,41539.85783,41368.19169,39183.94203,41374.9759,43316.53226,42510.43403,51411.5282,46173.79144,51016.63144,55331.17237,57092.64291,59146.32262,59155.24156,60950.70813,61900.59712
Seychelles,SYC,440.1956287,368.5604529,365.404418,333.7119266,285.6996565,282.4784784,306.5781838,306.6114096,399.5228432,436.8199089,422.4131188,425.1696212,445.4895467,426.6020659,426.6627647,451.0128133,429.1049208,446.7089959,479.2510231,539.6615334
Sierra Leone,SLE,625.6946001,618.592277,620.363942,626.3700752,642.0887422,610.1268553,657.7929219,617.8919636,716.8116233,749.7015211,719.9023171,715.9488454,735.7352819,772.5309862,796.0752641,764.8069403,730.1654749,701.0948388,759.1108242,730.45233
Singapore,SGP,10455.39142,17683.39945,10198.6643,13333.17057,18582.30623,35179.95671,-108990.9496,-10996.35813,3040.720978,9712.990095,13963.58011,15797.21102,16598.3517,18209.36207,19426.97618,18631.21002,18348.19264,21875.61521,26921.15016,31294.20528
Slovakia,SVK,48341.85267,49777.969,51014.27555,52501.39169,51265.41789,53470.03756,55647.11095,57273.17828,57520.91794,57493.10014,58648.91772,57868.30987,57194.53508,56967.58974,62869.38794,63529.86534,63833.26385,64589.53091,64851.07058,68101.07469
Slovenia,SVN,13587.18265,13598.21314,12624.63039,15230.40111,13979.78412,13923.15718,14188.83429,13648.48252,14863.33535,14912.46746,13786.28655,13685.1814,13882.28333,15484.77671,16533.61727,16375.33462,16539.83083,16033.00381,16153.43136,17018.13902
Somalia,SOM,792.4958969,773.2785475,799.2923506,819.8635738,862.7642298,858.6486962,977.0129172,921.9116054,879.1480461,868.7566658,863.9733652,829.3006121,991.8299857,1099.833326,1097.292478,1106.710204,1124.969875,1177.090604,1199.08769,1135.020371
South Africa,ZAF,176762.5425,188530.8725,191901.8166,198983.57,204206.4031,202205.5795,206911.7798,203582.0009,207465.081,224355.1634,237911.9701,262591.3519,265581.4728,265894.1575,282064.1547,273599.2997,274893.5326,276038.9324,288087.3046,283378.5661
South Sudan,SSD,145.8251846,115.2300749,104.5395557,88.83326164,69.4368271,65.57534795,63.09119245,55.67569193,70.69130173,53.79566887,46.604866,47.01993984,51.30942602,54.08807693,55.17665832,58.95585874,56.56232471,55.21705664,54.22342898,53.10854804
Spain,ESP,116692.5294,127074.1552,145607.486,164594.6682,184729.5006,189744.9967,205276.2617,198013.6537,197973.9181,207604.2767,216157.0614,207029.4861,209010.7852,200650.7077,198118.627,205439.5502,199918.3978,213151.8992,229916.9159,265389.8582
Sri Lanka,LKA,4092.869239,3861.301368,3877.14844,4147.935394,4138.362093,4056.334523,4305.208316,4504.423258,4563.241808,4837.107896,4955.36422,5375.934299,5755.701837,5862.725935,5678.342309,5794.958811,5540.208462,5399.107073,5212.861516,5127.257866
Sudan,SDN,146.8905979,115.9649066,105.1528405,89.29907996,69.75823583,65.89378925,63.32520585,55.87799773,70.83956324,54.07697442,46.89550775,47.35482048,51.59828958,54.44950293,55.47733142,59.21920158,56.72488283,55.44043962,54.55470805,53.22248441
Suriname,SUR,1949.434956,1930.098018,1945.995856,2208.06172,1963.272408,2247.147384,2341.25866,2410.577935,2936.115491,2917.893607,3159.81045,3012.389365,2988.46705,2506.622882,2527.917573,2473.8787,2440.389174,2364.648554,2577.329957,2493.414001
Swaziland,SWZ,899.6873141,847.8922468,831.1027393,853.6386103,788.3547076,851.0333063,965.1381338,1033.84038,1371.70686,1619.658628,1709.32251,1656.283845,1558.519736,1451.558364,1451.562475,1463.505418,1513.510647,1699.423769,1779.63162,1943.799277
Sweden,SWE,97787.88589,87245.17028,86924.72777,90744.50596,90988.08979,88775.7074,94514.02818,90713.3935,85464.14912,95670.19633,86972.54921,78445.45344,71222.42581,66585.38917,68382.77776,75682.45403,76714.68349,81427.90302,82307.14792,83990.61335
Switzerland,CHE,60520.77753,65944.32436,70608.94021,85050.31977,83923.40605,75392.46004,80710.59076,84628.53014,97275.11665,99990.66812,101361.9539,90762.39526,85460.99466,88730.77763,89969.89516,93355.26158,102828.8389,107644.2773,109446.2586,107201.6685
Syria,SYR,7418.880515,9438.15948,8525.965303,8892.793537,11767.34793,13598.61222,17449.01313,18900.82354,19231.8735,27001.82959,27123.86534,33447.82278,30124.2431,34261.39679,39213.28985,35406.49686,31770.57918,36801.55979,37845.4985,36643.10744
Taiwan,TWN,489636.9613,443277.6047,402907.1451,337437.9742,271952.3331,247132.4228,261765.0264,235362.7023,228335.6127,194960.3098,177084.9362,168507.498,172839.4906,173628.2997,172810.482,178296.3474,172076.4148,161128.6686,157368.6795,157500.0541
Tajikistan,TJK,8422.342197,8928.327899,9610.811919,10102.81669,10817.47709,11468.70291,11658.18319,12214.63095,12782.01876,12739.00839,12739.99732,13032.85211,13602.51559,13981.58346,14326.21539,15296.90488,15172.73941,15981.77086,16061.97104,16020.42666
Thailand,THA,35818.34967,35438.70979,35630.45563,40024.59795,40692.38405,41017.20092,94786.54177,44348.73879,29232.82055,47201.41401,48218.08817,52602.77791,53174.00834,57821.77738,59163.21154,59680.90641,60337.66059,64843.78505,72745.33754,79875.091
TFYR Macedonia,MKD,-22515.84565,12138.96991,10584.06463,9289.563253,8847.339556,8185.593404,8158.325769,7636.104597,7836.236467,7984.14137,7185.762017,7845.91886,7177.650542,7653.526948,8368.061502,8748.822014,9093.084478,9049.446767,9527.982424,9779.872665
Togo,TGO,687.4249806,706.9264819,755.782141,800.2659825,829.6925484,803.1561545,872.9698719,822.18256,917.0654304,1001.219401,948.4736365,1011.891453,1049.814599,1043.169188,1085.251745,1058.481216,1074.602669,1098.108703,1156.247968,1129.903315
Trinidad and Tobago,TTO,10592.34963,9477.40621,9543.165125,10012.73282,10381.95437,10188.41363,15804.8796,17048.39227,17774.04151,19640.4611,20520.29746,20682.29122,25446.606,23915.44872,23715.89398,24831.95732,20233.92257,18815.23,17262.08586,17017.09267
Tunisia,TUN,4354.060943,4698.879048,5319.301002,5712.171722,6918.724781,7239.476995,7986.568962,9046.251885,10094.48929,11759.89453,12993.2111,13699.76119,12953.34775,13824.48336,14205.84844,13771.97105,13105.76531,12469.63575,13048.50237,14241.79778
Turkey,TUR,84210.57481,87042.71321,91182.79115,90655.41191,94624.98337,99186.03215,103763.7935,108975.6203,99400.13195,98269.32113,95845.17334,91804.99807,98025.01307,100834.002,108832.9268,119720.8183,124184.0077,137729.6614,131048.9077,151017.255
Turkmenistan,TKM,11324.41529,12044.72459,12400.17786,12960.47958,13297.8439,13944.65326,14601.69679,15057.32207,16079.28318,15606.67955,15821.87231,14925.51423,16853.37527,17808.09411,18481.35139,19707.65266,19738.40411,21306.98405,22940.65565,23403.14477
Former USSR,SUN,668.1386641,527.5653707,478.586935,406.6583279,317.8993058,300.2953635,289.3413622,257.1079215,326.6566044,251.2485653,219.6777889,226.3418797,244.2849638,258.8653387,269.8570503,293.3470273,288.0884204,294.3629787,305.6471712,311.0492232
Uganda,UGA,1345.003995,1338.410103,1340.573514,1329.320656,1399.71457,1333.536772,1412.134452,1392.836096,1897.439108,2268.284231,2536.091711,1662.995277,1566.866612,1531.550297,1517.859252,1521.339479,1582.545223,1574.193462,1615.346086,1557.159247
Ukraine,UKR,557919.2174,565663.7871,579426.7866,627875.0201,592008.9431,606887.6396,624111.1604,634670.6517,692220.7277,693369.014,707838.9971,685198.6415,693277.8679,697767.887,698330.3697,755939.1772,762128.9086,788003.466,805149.5928,786289.0946
UAE,ARE,9664.444173,13555.06872,16463.3445,22667.34483,26761.17964,29455.37545,38060.28025,43831.73282,48889.09628,45795.98176,48898.64278,50660.23153,49991.4609,45594.68189,50110.63677,49785.02916,44897.83115,39016.18526,36247.32959,39567.02707
UK,GBR,691036.627,685525.207,676484.5501,692091.9077,664986.6512,638801.805,632985.4416,636446.9651,646609.5421,699636.7143,646663.5973,603697.7913,588827.7279,584020.6705,581676.0048,614319.6308,626545.8256,651095.5752,674488.9438,679940.8284
Tanzania,TZA,2563.749944,2665.286684,2692.583605,2839.324212,2816.667057,2643.050348,2930.625662,2618.854961,2791.39367,2781.494012,2655.449323,3012.777501,3250.818822,3482.113054,3711.589682,3616.898306,3569.072646,3607.338387,3747.72541,3656.576644
USA,USA,4326420.941,4196469.631,4439942.377,4636665.36,4466007.433,4246499.109,4581872.772,4751587.726,4978825.867,4984896.087,4792168.258,4666118.601,4512328.075,4614270.135,4910920.948,4948233.299,4931109.402,5130620.575,5319925.526,5426200.858
Uruguay,URY,5405.344272,5151.665396,5228.051723,5012.055281,5286.018355,5469.52471,5643.47151,5821.375095,6404.27758,7880.324874,8540.705082,6945.485075,5765.628623,4961.190935,4762.357862,4746.185738,4679.489056,5438.592048,6177.788168,6124.013265
Uzbekistan,UZB,55777.61167,59187.46495,61919.26209,67303.46902,68918.61815,73277.57021,78379.34685,88130.75079,86834.16062,89742.90563,99617.72247,129588.9927,104616.8248,99707.69019,107479.6244,114897.1402,114506.6483,124405.9181,131535.993,126640.7744
Vanuatu,VUT,420.7634973,358.48892,356.2865546,321.566364,260.4417735,254.2478236,246.8648696,232.5956633,311.7873779,279.0738123,247.5920607,230.3071611,254.5813108,283.1805859,328.5301323,379.1644116,306.2658017,304.876433,297.012693,271.2159715
Venezuela,VEN,74113.99572,64937.13271,64198.92517,65754.75165,70903.43508,67820.75181,67708.1255,73858.43877,78014.67695,79647.67954,85822.57724,86752.64506,99450.07254,93357.248,93968.294,100514.8689,106389.0458,103473.1692,109866.572,99509.25361
Viet Nam,VNM,15600.21657,14519.42869,14200.35309,15136.58219,13829.21242,14505.09336,14191.19801,14569.99724,15151.28534,15165.69362,13309.72813,13977.62012,14948.04169,16411.67402,16932.53961,18233.03958,19792.84204,20365.50245,19044.57082,16469.56511
Yemen,YEM,3274.546603,2617.544376,2109.774229,3120.802966,2587.968156,2513.595022,3009.885051,3375.680335,3709.261615,3867.934592,4028.447659,4913.055778,6494.255861,7004.268341,8105.141659,9771.773664,9745.929003,10665.96204,11934.77979,12818.38488
Zambia,ZMB,3232.838962,3313.12108,3436.213262,3559.545681,3674.294581,3532.143161,3780.117175,3440.91985,3568.538728,3572.762508,3535.671,3948.445901,4215.493877,4316.401514,4354.983481,4097.923123,3830.262029,3617.177646,3932.54246,3962.897774
Zimbabwe,ZWE,11214.99637,11509.50535,11133.72341,11899.02556,11492.37574,10256.69401,12112.79194,10645.405,10264.31437,10381.04145,10076.19886,10443.80745,10619.18258,11765.37405,11701.6773,12062.19884,13870.20686,14948.38822,15545.75933,15631.21271