Country;Record;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Czech Republic;CBA_GgCO2eq;1.255927e+05;1.185202e+05;1.114476e+05;1.183299e+05;1.175644e+05;1.184073e+05;1.244419e+05;1.166760e+05;1.170814e+05;1.117567e+05;1.156834e+05;1.160816e+05;1.199691e+05;1.225401e+05;1.219239e+05;1.214236e+05;1.210515e+05;1.224660e+05;1.244648e+05;1.192538e+05;1.191410e+05;1.163099e+05;1.147319e+05;1.083081e+05;1.048001e+05;1.079732e+05;9.434430e+04;9.154096e+04;1.115815e+05;7.102914e+04;7.028075e+04;7.228271e+04;7.275083e+04
Cote dIvoire;CBA_GgCO2eq;1.601153e+04;1.523916e+04;1.446680e+04;1.516777e+04;1.362380e+04;1.599198e+04;1.728377e+04;1.721847e+04;1.711665e+04;1.677436e+04;1.714797e+04;1.828371e+04;1.859958e+04;1.735021e+04;1.813008e+04;1.946005e+04;1.797470e+04;1.848634e+04;1.815351e+04;1.735185e+04;1.777131e+04;1.818300e+04;2.040434e+04;2.217258e+04;2.174741e+04;2.197823e+04;3.189338e+04;3.173880e+04;3.304931e+04;3.311171e+04;3.282357e+04;3.271886e+04;3.369589e+04
North Korea;CBA_GgCO2eq;1.982192e+05;1.835848e+05;1.689503e+05;1.558548e+05;1.398149e+05;1.156020e+05;1.030133e+05;8.865296e+04;7.536190e+04;7.530445e+04;6.632081e+04;7.375826e+04;7.308808e+04;7.642965e+04;7.702855e+04;8.108946e+04;8.253683e+04;6.910268e+04;7.110875e+04;5.798727e+04;5.231802e+04;4.097994e+04;4.158220e+04;3.451385e+04;3.754012e+04;3.362724e+04;5.613930e+04;5.060824e+04;5.111864e+04;5.305207e+04;5.230872e+04;5.524143e+04;5.784275e+04
DR Congo;CBA_GgCO2eq;5.956498e+04;5.918320e+04;5.880142e+04;5.892690e+04;5.869469e+04;6.092880e+04;5.363971e+04;5.525606e+04;6.148162e+04;6.067286e+04;6.023985e+04;5.898241e+04;5.817879e+04;5.850761e+04;6.197395e+04;6.206930e+04;6.286114e+04;5.869140e+04;6.249817e+04;6.280835e+04;6.558710e+04;6.456983e+04;7.107337e+04;7.690252e+04;7.737875e+04;7.819620e+04;8.036698e+04;8.269993e+04;8.270341e+04;8.354625e+04;8.368409e+04;8.361197e+04;8.476986e+04
Denmark;CBA_GgCO2eq;7.916525e+04;8.060081e+04;8.203637e+04;8.352185e+04;8.892382e+04;8.802950e+04;9.839313e+04;8.903879e+04;9.012448e+04;8.668488e+04;8.281658e+04;8.322888e+04;8.593702e+04;9.512204e+04;9.181107e+04;8.996203e+04;9.597155e+04;9.509453e+04;9.284973e+04;8.718876e+04;8.604140e+04;8.148864e+04;7.782808e+04;7.868991e+04;7.445608e+04;7.308807e+04;6.629938e+04;6.543316e+04;6.809350e+04;6.322997e+04;6.210748e+04;6.149530e+04;6.005671e+04
Djibouti;CBA_GgCO2eq;1.566520e+03;1.533842e+03;1.501163e+03;1.484585e+03;1.509227e+03;1.516800e+03;1.529023e+03;1.585206e+03;1.583360e+03;1.657898e+03;1.681280e+03;1.714759e+03;1.775061e+03;1.776538e+03;1.763580e+03;1.797494e+03;1.806078e+03;1.860979e+03;1.933123e+03;1.899696e+03;1.955505e+03;1.948146e+03;1.952799e+03;2.070609e+03;1.849459e+03;1.909538e+03;1.399725e+03;1.445507e+03;1.786152e+03;1.753248e+03;1.705304e+03;1.711338e+03;1.718966e+03
Dominican Republic;CBA_GgCO2eq;1.589749e+04;1.731262e+04;1.872775e+04;2.066714e+04;2.242631e+04;2.500939e+04;2.548797e+04;2.513491e+04;2.457756e+04;2.500832e+04;2.675598e+04;2.667788e+04;2.826104e+04;2.619595e+04;2.380217e+04;2.534133e+04;2.719350e+04;2.889710e+04;2.976892e+04;2.940922e+04;3.075706e+04;3.361667e+04;3.373086e+04;3.305624e+04;3.340424e+04;3.458727e+04;3.442436e+04;3.458327e+04;3.677291e+04;3.606804e+04;3.434511e+04;3.543978e+04;3.686521e+04
Ecuador;CBA_GgCO2eq;3.364859e+04;3.633900e+04;3.902942e+04;4.332431e+04;3.603648e+04;4.387636e+04;4.583308e+04;4.179931e+04;4.448940e+04;4.001983e+04;3.560030e+04;4.394929e+04;4.583086e+04;4.883999e+04;5.137684e+04;5.209749e+04;5.100273e+04;5.401246e+04;5.167546e+04;5.712606e+04;6.035200e+04;6.134208e+04;6.048282e+04;6.660833e+04;6.868022e+04;6.704561e+04;6.564516e+04;6.563228e+04;6.612944e+04;6.454477e+04;6.119015e+04;6.669267e+04;6.494059e+04
Egypt;CBA_GgCO2eq;1.359027e+05;1.367261e+05;1.375495e+05;1.506362e+05;1.424150e+05;1.541980e+05;1.558572e+05;1.663296e+05;1.774966e+05;1.815181e+05;1.970572e+05;1.897051e+05;1.961275e+05;2.157201e+05;2.273217e+05;2.522283e+05;2.672382e+05;2.793294e+05;2.932728e+05;2.976564e+05;2.973151e+05;3.132667e+05;3.114213e+05;3.101858e+05;3.216167e+05;3.163230e+05;3.649843e+05;3.820598e+05;3.710631e+05;3.669961e+05;3.414855e+05;3.535309e+05;3.593699e+05
El Salvador;CBA_GgCO2eq;9.288459e+03;9.785390e+03;1.028232e+04;1.090067e+04;1.170007e+04;1.225609e+04;1.214497e+04;1.297474e+04;1.373538e+04;1.394412e+04;1.411791e+04;1.452500e+04;1.477353e+04;1.508398e+04;1.509226e+04;1.542006e+04;1.629950e+04;1.688015e+04;1.650560e+04;1.575679e+04;1.599833e+04;1.625263e+04;1.667361e+04;1.619990e+04;1.631636e+04;1.674291e+04;1.529846e+04;1.476801e+04;1.543239e+04;1.556140e+04;1.469961e+04;1.520669e+04;1.527658e+04
Eritrea;CBA_GgCO2eq;4.370114e+03;4.512962e+03;4.655811e+03;4.071127e+03;4.347945e+03;4.466599e+03;5.014843e+03;5.479928e+03;5.280874e+03;5.473962e+03;5.355860e+03;5.221556e+03;5.170303e+03;5.488226e+03;5.622160e+03;5.664227e+03;5.285691e+03;5.540687e+03;5.434545e+03;5.619286e+03;5.507436e+03;5.561231e+03;5.661498e+03;5.813808e+03;5.709751e+03;5.758446e+03;5.849151e+03;5.983853e+03;6.150168e+03;6.132790e+03;6.033250e+03;6.019813e+03;6.147011e+03
Estonia;CBA_GgCO2eq;4.128406e+04;2.972919e+04;1.817432e+04;1.573750e+04;1.668770e+04;1.538424e+04;1.679228e+04;1.613703e+04;1.574557e+04;1.508877e+04;1.417216e+04;1.504952e+04;1.521506e+04;1.737087e+04;1.780732e+04;1.781664e+04;1.812816e+04;2.071236e+04;1.874067e+04;1.549440e+04;1.781197e+04;1.763887e+04;1.692938e+04;1.823158e+04;1.729931e+04;1.569684e+04;1.554597e+04;1.602108e+04;1.677164e+04;1.376723e+04;1.253434e+04;1.281969e+04;1.238080e+04
Ethiopia;CBA_GgCO2eq;5.217550e+04;5.298476e+04;5.379402e+04;4.893097e+04;1.269743e+03;1.278049e+03;1.439585e+03;1.415216e+03;1.279786e+03;1.407782e+03;9.577412e+02;1.491739e+03;1.556976e+03;1.585241e+03;1.731578e+03;2.045627e+03;2.419532e+03;2.588673e+03;3.073344e+03;3.219489e+03;3.270920e+03;3.378628e+03;3.593739e+03;3.524737e+03;3.131752e+03;3.275389e+03;1.714708e+04;2.732194e+04;1.652143e+04;1.884112e+04;1.617191e+04;1.668824e+04;1.546353e+04
Fiji;CBA_GgCO2eq;2.587055e+03;2.550591e+03;2.514126e+03;2.556166e+03;2.620272e+03;2.616324e+03;2.601853e+03;2.492486e+03;2.279035e+03;2.380468e+03;2.243663e+03;2.550118e+03;2.393507e+03;2.649145e+03;3.126271e+03;2.916205e+03;3.215886e+03;3.133613e+03;3.108201e+03;2.742602e+03;3.083848e+03;3.082535e+03;2.943350e+03;3.485926e+03;3.196708e+03;3.655533e+03;2.714783e+03;2.739881e+03;3.067348e+03;3.402164e+03;3.387657e+03;3.312492e+03;3.433959e+03
Finland;CBA_GgCO2eq;8.828033e+04;8.209262e+04;7.590491e+04;7.317477e+04;7.954945e+04;7.896485e+04;8.391452e+04;7.915394e+04;8.288059e+04;8.184893e+04;7.891810e+04;8.117665e+04;8.343961e+04;9.090739e+04;8.806691e+04;8.081123e+04;8.814184e+04;8.756957e+04;8.327808e+04;7.949739e+04;8.240524e+04;7.755605e+04;7.349691e+04;7.347245e+04;6.873627e+04;6.741814e+04;6.751362e+04;6.712029e+04;7.437997e+04;6.994768e+04;6.805182e+04;6.728005e+04;6.498490e+04
France;CBA_GgCO2eq;7.026546e+05;7.125692e+05;7.224838e+05;6.993176e+05;7.085739e+05;7.240525e+05;7.417509e+05;7.212908e+05;7.466412e+05;7.439571e+05;7.440670e+05;7.370711e+05;7.387695e+05;7.659600e+05;7.742957e+05;7.818779e+05;7.744574e+05;7.711659e+05;7.668324e+05;7.231504e+05;7.116258e+05;6.832544e+05;6.767424e+05;6.754338e+05;6.318346e+05;6.444585e+05;5.861253e+05;6.129246e+05;6.184773e+05;5.878111e+05;5.825437e+05;5.759579e+05;5.618057e+05
French Polynesia;CBA_GgCO2eq;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gabon;CBA_GgCO2eq;1.750410e+04;1.742171e+04;1.733932e+04;1.704842e+04;1.502600e+04;1.661751e+04;1.818472e+04;1.627526e+04;1.926820e+04;1.708532e+04;1.561912e+04;1.668873e+04;1.661443e+04;1.876184e+04;1.694560e+04;1.546025e+04;1.329508e+04;1.196538e+04;1.244117e+04;1.308917e+04;1.246457e+04;1.598576e+04;1.564893e+04;1.623569e+04;1.654730e+04;1.771242e+04;1.709728e+04;1.550798e+04;1.440643e+04;1.555542e+04;1.524893e+04;1.444292e+04;1.430998e+04
Gambia;CBA_GgCO2eq;1.621465e+03;1.597469e+03;1.573474e+03;1.578165e+03;1.636923e+03;1.655129e+03;1.719093e+03;1.630409e+03;1.693423e+03;1.718313e+03;1.775699e+03;1.688228e+03;1.587490e+03;1.679734e+03;1.805586e+03;1.872724e+03;1.934116e+03;1.956022e+03;2.076368e+03;2.328275e+03;2.450664e+03;2.283483e+03;2.293121e+03;2.331258e+03;2.396870e+03;2.549739e+03;2.131528e+03;2.216363e+03;2.320585e+03;2.507973e+03;2.484989e+03;2.498329e+03;2.508158e+03
Georgia;CBA_GgCO2eq;6.485861e+04;5.640612e+04;4.795362e+04;3.163240e+04;3.046523e+04;1.680442e+04;1.981771e+04;2.010744e+04;1.773087e+04;1.557911e+04;1.413839e+04;1.335395e+04;1.332513e+04;1.376119e+04;1.473227e+04;1.548963e+04;1.843962e+04;1.921724e+04;1.933190e+04;1.717119e+04;1.694004e+04;1.998003e+04;2.115425e+04;2.000124e+04;2.050428e+04;2.089244e+04;1.850192e+04;1.758443e+04;1.805822e+04;1.786156e+04;1.777095e+04;1.700415e+04;1.782120e+04
Germany;CBA_GgCO2eq;1.329430e+06;1.309521e+06;1.289612e+06;1.286862e+06;1.285044e+06;1.284230e+06;1.296598e+06;1.220942e+06;1.219055e+06;1.196977e+06;1.170996e+06;1.154449e+06;1.128848e+06;1.164806e+06;1.144639e+06;1.115493e+06;1.097355e+06;1.059197e+06;1.051062e+06;1.004876e+06;9.961441e+05;9.744285e+05;9.730214e+05;9.854040e+05;9.620397e+05;9.701088e+05;8.826455e+05;8.908144e+05;9.750975e+05;9.130730e+05;8.825034e+05;8.833369e+05;8.721210e+05
Ghana;CBA_GgCO2eq;1.216934e+04;1.227311e+04;1.237689e+04;1.263941e+04;1.253348e+04;1.277668e+04;1.353070e+04;1.404008e+04;1.422153e+04;1.551863e+04;1.594298e+04;1.646369e+04;1.684840e+04;1.851478e+04;1.886695e+04;2.001451e+04;2.249664e+04;2.294498e+04;2.448861e+04;2.222170e+04;2.473152e+04;2.944611e+04;3.086442e+04;3.251792e+04;3.306442e+04;3.540698e+04;4.407337e+04;4.346189e+04;4.620727e+04;4.847636e+04;5.618291e+04;6.532011e+04;5.433566e+04
Greece;CBA_GgCO2eq;1.364773e+05;1.387348e+05;1.409923e+05;1.418882e+05;1.456115e+05;1.506729e+05;1.613560e+05;1.574133e+05;1.713301e+05;1.760925e+05;1.811569e+05;1.798579e+05;1.812594e+05;1.940722e+05;1.954779e+05;1.981765e+05;1.954957e+05;2.032058e+05;2.019891e+05;1.867963e+05;1.766858e+05;1.655578e+05;1.568282e+05;1.452634e+05;1.362289e+05;1.360079e+05;8.983413e+04;9.464743e+04;9.566495e+04;8.996076e+04;8.576273e+04;8.495039e+04;8.341989e+04
Greenland;CBA_GgCO2eq;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guatemala;CBA_GgCO2eq;1.675697e+04;1.783474e+04;1.891251e+04;1.875016e+04;2.046971e+04;2.084826e+04;1.980456e+04;2.068121e+04;2.133958e+04;2.153373e+04;2.197014e+04;2.309954e+04;2.399529e+04;2.444395e+04;2.547500e+04;2.688677e+04;2.750350e+04;2.839011e+04;2.746358e+04;2.817944e+04;2.896070e+04;2.999091e+04;3.064459e+04;3.230594e+04;3.310603e+04;3.529548e+04;3.895425e+04;4.109500e+04;3.967258e+04;3.959158e+04;3.795254e+04;3.929026e+04;4.088083e+04
Guinea;CBA_GgCO2eq;9.732126e+03;9.928493e+03;1.012486e+04;1.046649e+04;1.085955e+04;1.142770e+04;1.107138e+04;1.061969e+04;1.092607e+04;1.128698e+04;1.155731e+04;1.198461e+04;1.302678e+04;1.343293e+04;1.344150e+04;1.374226e+04;1.290669e+04;1.451304e+04;1.478075e+04;1.600887e+04;1.673576e+04;1.691465e+04;1.844777e+04;1.923793e+04;1.916906e+04;1.936611e+04;2.440263e+04;2.186066e+04;2.350726e+04;2.459280e+04;2.468735e+04;2.532480e+04;2.579336e+04
Guyana;CBA_GgCO2eq;2.905376e+04;3.236023e+04;3.566670e+04;3.957423e+04;3.878076e+04;3.890526e+04;3.992396e+04;3.525495e+04;3.370192e+04;3.293583e+04;4.067143e+04;3.488839e+04;3.895589e+04;3.908877e+04;4.045144e+04;4.427119e+04;4.943480e+04;5.813743e+04;6.641895e+04;6.559903e+04;7.826318e+04;9.079279e+04;6.909133e+04;6.657422e+04;6.575963e+04;6.690320e+04;6.483641e+03;7.305057e+03;5.940102e+03;4.426803e+03;3.871134e+03;3.784186e+03;3.330323e+03
Haiti;CBA_GgCO2eq;6.208012e+03;6.404695e+03;6.601378e+03;6.343512e+03;6.369619e+03;7.650959e+03;8.389686e+03;8.732292e+03;8.716607e+03;8.924964e+03;8.570478e+03;9.100184e+03;9.381707e+03;9.134028e+03;9.700471e+03;9.992704e+03;1.018164e+04;1.075927e+04;1.100721e+04;1.112687e+04;1.167215e+04;1.157379e+04;1.174553e+04;1.192061e+04;1.240835e+04;1.290095e+04;1.312244e+04;1.370761e+04;1.429784e+04;1.442904e+04;1.405564e+04;1.438811e+04;1.431872e+04
Honduras;CBA_GgCO2eq;1.129925e+04;1.090780e+04;1.051636e+04;1.057511e+04;1.090365e+04;1.143789e+04;1.115326e+04;1.091155e+04;1.119848e+04;1.083479e+04;1.110807e+04;1.148857e+04;1.163642e+04;1.283739e+04;1.305375e+04;1.345554e+04;1.319787e+04;1.488669e+04;1.520117e+04;1.506040e+04;1.499113e+04;1.587392e+04;1.622357e+04;1.648951e+04;1.657294e+04;1.705740e+04;1.548732e+04;1.600235e+04;1.660964e+04;1.656313e+04;1.550588e+04;1.622526e+04;1.661826e+04
Hong Kong;CBA_GgCO2eq;1.524897e+05;1.687780e+05;1.850663e+05;2.260248e+05;2.810008e+05;2.944270e+05;2.697254e+05;2.697931e+05;2.635381e+05;2.562096e+05;2.778493e+05;2.675499e+05;2.767657e+05;3.145196e+05;3.608176e+05;3.798248e+05;4.264051e+05;4.488913e+05;4.407122e+05;4.022794e+05;4.536975e+05;4.881976e+05;4.848928e+05;4.856685e+05;4.751765e+05;4.569200e+05;2.008682e+05;2.025701e+05;2.070949e+05;1.993058e+05;1.961483e+05;1.967310e+05;1.996472e+05
Hungary;CBA_GgCO2eq;8.026231e+04;7.589594e+04;7.152958e+04;7.734190e+04;7.524785e+04;6.839732e+04;6.844921e+04;6.581682e+04;6.684232e+04;6.767346e+04;6.414586e+04;6.780659e+04;7.109921e+04;7.721533e+04;7.773934e+04;7.767456e+04;7.424799e+04;7.471711e+04;7.361631e+04;6.645088e+04;6.503288e+04;6.290904e+04;5.924505e+04;5.708385e+04;5.584311e+04;5.825093e+04;5.411109e+04;5.774845e+04;6.359239e+04;6.083229e+04;5.969902e+04;5.987650e+04;6.008714e+04
Iceland;CBA_GgCO2eq;4.937035e+03;4.849557e+03;4.762078e+03;4.574822e+03;4.581876e+03;4.756042e+03;5.018229e+03;5.086608e+03;5.457238e+03;5.701786e+03;5.750049e+03;5.424767e+03;5.513438e+03;5.905295e+03;6.381236e+03;6.824352e+03;7.740315e+03;8.045908e+03;7.354330e+03;6.071942e+03;5.991896e+03;5.984103e+03;5.972553e+03;5.997879e+03;5.800737e+03;5.825029e+03;5.850896e+03;6.164901e+03;7.123920e+03;6.819725e+03;6.724564e+03;6.683912e+03;6.905605e+03
India;CBA_GgCO2eq;1.118419e+06;1.149527e+06;1.180636e+06;1.189614e+06;1.250292e+06;1.297820e+06;1.356059e+06;1.386097e+06;1.422142e+06;1.489000e+06;1.488372e+06;1.500443e+06;1.485607e+06;1.536918e+06;1.585423e+06;1.647550e+06;1.703527e+06;1.805524e+06;1.884600e+06;2.076845e+06;2.094204e+06;2.191527e+06;2.332729e+06;2.323622e+06;2.498210e+06;2.598752e+06;2.610984e+06;2.703988e+06;2.824068e+06;2.873138e+06;2.680997e+06;2.881364e+06;2.949414e+06
Indonesia;CBA_GgCO2eq;2.867677e+05;3.039220e+05;3.210763e+05;3.406749e+05;3.623642e+05;3.839995e+05;4.098214e+05;4.152172e+05;3.589154e+05;4.286028e+05;4.194856e+05;4.491301e+05;4.734676e+05;5.172449e+05;5.163444e+05;5.139668e+05;5.336506e+05;5.581306e+05;5.591512e+05;5.993635e+05;6.514574e+05;6.950106e+05;7.335986e+05;7.032713e+05;7.267205e+05;7.520460e+05;8.064124e+05;8.381425e+05;8.593146e+05;8.679436e+05;8.203718e+05;8.184380e+05;8.471642e+05
Iran;CBA_GgCO2eq;3.184079e+05;3.295781e+05;3.407483e+05;3.400700e+05;3.573637e+05;3.652765e+05;3.733041e+05;3.658912e+05;3.942383e+05;4.436103e+05;4.287793e+05;4.537581e+05;4.664809e+05;5.066111e+05;5.497198e+05;5.727202e+05;6.268409e+05;6.402660e+05;6.686970e+05;7.001723e+05;7.220870e+05;7.443371e+05;7.651289e+05;7.352683e+05;7.492974e+05;7.691023e+05;7.469563e+05;7.714883e+05;7.896082e+05;8.043458e+05;8.273150e+05;8.624528e+05;8.176505e+05
Iraq;CBA_GgCO2eq;1.428859e+05;1.151052e+05;8.732457e+04;9.385341e+04;9.769247e+04;9.147389e+04;7.331529e+04;6.139599e+04;6.497815e+04;6.674864e+04;6.827850e+04;8.994378e+04;8.995128e+04;1.103122e+05;1.406285e+05;1.440821e+05;1.349635e+05;1.118750e+05;1.444741e+05;1.823661e+05;1.946951e+05;2.198847e+05;2.457583e+05;2.669440e+05;2.712675e+05;2.805657e+05;3.241873e+05;3.463480e+05;3.966697e+05;3.834610e+05;3.669096e+05;3.698826e+05;4.046027e+05
Ireland;CBA_GgCO2eq;4.812871e+04;4.867362e+04;4.921852e+04;4.927439e+04;5.183778e+04;5.461633e+04;5.739529e+04;5.820521e+04;6.064455e+04;6.196687e+04;6.300444e+04;6.608564e+04;6.689713e+04;7.215680e+04;7.487512e+04;7.702187e+04;8.061537e+04;8.317076e+04;8.178006e+04;7.288787e+04;6.949294e+04;6.480551e+04;6.491814e+04;6.482413e+04;6.259058e+04;6.400218e+04;7.516360e+04;7.306798e+04;6.448682e+04;6.050089e+04;5.967954e+04;5.946604e+04;5.880573e+04
Israel;CBA_GgCO2eq;5.347172e+04;5.858846e+04;6.370521e+04;6.721143e+04;7.336196e+04;7.698146e+04;7.872718e+04;8.575729e+04;8.223462e+04;8.241649e+04;8.560532e+04;9.228798e+04;8.802858e+04;8.760916e+04;8.263550e+04;8.292457e+04;8.419811e+04;8.949144e+04;9.323643e+04;8.915341e+04;9.422119e+04;9.896390e+04;1.025945e+05;1.009706e+05;9.387057e+04;9.690307e+04;9.785071e+04;1.143533e+05;1.025666e+05;1.014519e+05;9.897173e+04;9.648706e+04;9.633576e+04
Italy;CBA_GgCO2eq;6.451547e+05;6.521417e+05;6.591288e+05;6.110047e+05;6.164718e+05;6.343023e+05;6.486306e+05;6.600659e+05;6.825261e+05;6.926854e+05;6.951803e+05;6.928267e+05;7.046395e+05;7.461334e+05;7.537977e+05;7.540060e+05;7.506005e+05;7.415789e+05;7.273372e+05;6.645164e+05;6.621132e+05;6.230100e+05;5.998533e+05;5.643769e+05;5.381255e+05;5.449320e+05;4.683723e+05;4.871796e+05;5.135206e+05;4.900905e+05;4.895663e+05;4.891102e+05;4.803724e+05
Jamaica;CBA_GgCO2eq;1.347591e+04;1.303699e+04;1.259808e+04;1.410682e+04;1.426207e+04;1.563308e+04;1.614429e+04;1.640907e+04;1.570787e+04;1.599728e+04;1.656950e+04;1.684113e+04;1.670784e+04;1.735257e+04;1.722033e+04;1.743849e+04;1.780601e+04;1.779181e+04;2.057341e+04;1.716389e+04;1.656706e+04;1.712370e+04;1.690241e+04;1.725708e+04;1.655078e+04;1.658734e+04;1.372422e+04;1.345148e+04;1.328686e+04;1.331369e+04;1.289575e+04;1.302763e+04;1.276953e+04
Japan;CBA_GgCO2eq;1.631010e+06;1.636695e+06;1.642380e+06;1.694589e+06;1.835546e+06;1.918360e+06;1.904933e+06;1.854600e+06;1.735725e+06;1.793952e+06;1.898995e+06;1.832687e+06;1.827919e+06;1.853446e+06;1.891822e+06;1.903625e+06;1.871211e+06;1.817552e+06;1.787257e+06;1.657958e+06;1.712956e+06;1.812173e+06;1.843326e+06;1.769556e+06;1.721875e+06;1.709526e+06;1.450583e+06;1.456493e+06;1.386219e+06;1.328025e+06;1.287772e+06;1.290317e+06;1.258371e+06
Jordan;CBA_GgCO2eq;1.631446e+04;1.761622e+04;1.891797e+04;1.888111e+04;2.021994e+04;2.047576e+04;2.181020e+04;2.129679e+04;2.246242e+04;2.264834e+04;2.437011e+04;2.527443e+04;2.628291e+04;2.739876e+04;3.032443e+04;3.315782e+04;3.424128e+04;3.547931e+04;3.540511e+04;3.534429e+04;3.504951e+04;3.649550e+04;3.920269e+04;3.882929e+04;3.930385e+04;3.901494e+04;4.142862e+04;4.390243e+04;3.766254e+04;3.573594e+04;3.412126e+04;3.440939e+04;3.345501e+04
Kazakhstan;CBA_GgCO2eq;4.032512e+05;3.578043e+05;3.123574e+05;2.824417e+05;2.468364e+05;2.241930e+05;2.085287e+05;1.968091e+05;1.950504e+05;1.667487e+05;1.819872e+05;1.841438e+05;1.977077e+05;2.106915e+05;2.150121e+05;2.252297e+05;2.422184e+05;2.484791e+05;2.336873e+05;2.406099e+05;2.560634e+05;2.415285e+05;2.488297e+05;2.604674e+05;2.897534e+05;2.968262e+05;1.508799e+06;1.487115e+06;2.729129e+05;2.581113e+05;2.477920e+05;2.494065e+05;2.604604e+05
Kenya;CBA_GgCO2eq;4.172585e+04;4.070634e+04;3.968682e+04;3.872000e+04;4.002870e+04;4.231931e+04;4.224122e+04;4.124654e+04;4.652978e+04;4.515321e+04;4.332388e+04;4.393713e+04;4.398461e+04;4.617324e+04;4.743384e+04;4.942798e+04;4.903985e+04;6.307072e+04;6.164111e+04;6.259306e+04;6.193834e+04;6.451371e+04;6.952326e+04;7.131746e+04;7.185101e+04;7.619101e+04;7.588776e+04;7.566323e+04;7.840217e+04;8.039738e+04;7.915684e+04;8.106097e+04;7.974114e+04
Kuwait;CBA_GgCO2eq;5.885886e+04;5.435711e+04;4.985536e+04;6.970053e+04;7.325442e+04;6.938492e+04;6.786846e+04;7.028448e+04;6.773147e+04;6.654892e+04;5.714629e+04;6.767154e+04;7.309274e+04;7.978418e+04;8.196660e+04;8.807425e+04;8.922902e+04;9.496507e+04;1.004984e+05;1.049781e+05;1.050385e+05;1.013311e+05;1.137871e+05;1.172551e+05;1.141331e+05;1.207451e+05;1.229152e+05;1.219127e+05;1.144286e+05;1.132340e+05;1.072324e+05;1.096013e+05;1.201290e+05
Kyrgyzstan;CBA_GgCO2eq;3.789193e+04;2.974494e+04;2.159794e+04;1.789590e+04;1.380040e+04;1.095116e+04;1.174906e+04;1.101793e+04;1.034744e+04;9.462357e+03;9.242984e+03;9.508523e+03;1.028936e+04;1.112520e+04;1.180357e+04;1.246513e+04;1.327960e+04;1.418425e+04;1.631258e+04;1.519445e+04;1.454098e+04;1.634454e+04;1.867709e+04;1.872826e+04;1.892941e+04;1.932516e+04;2.039435e+04;2.011149e+04;2.465099e+04;2.357401e+04;2.336248e+04;2.376084e+04;2.412110e+04
Laos;CBA_GgCO2eq;6.841328e+03;6.945163e+03;7.048999e+03;7.091937e+03;7.529266e+03;7.738856e+03;7.977692e+03;8.187471e+03;7.276429e+03;7.219017e+03;7.937030e+03;8.240341e+03;8.449703e+03;8.686894e+03;8.978028e+03;8.941689e+03;9.387154e+03;9.982352e+03;1.036834e+04;1.155266e+04;1.203842e+04;1.221778e+04;1.302828e+04;1.409871e+04;1.406673e+04;1.796624e+04;2.924382e+04;3.152523e+04;3.469742e+04;3.637489e+04;3.617637e+04;3.611540e+04;3.538311e+04
