Geography,Sector,Scenario,Year,Population (Mill),Volume,Volume Unit,Energy (Million toe),CO2 (Million tonn)
Middle East and Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2050,680.3429,25535.3,Floor area (Million m²),163.99636954237405,38.5405
Middle East and Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2015,477.7181,11856.199999999999,Floor area (Million m²),169.86242476354545,204.5975
Middle East and Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2040,644.3892,21413.0,Floor area (Million m²),267.00821629884854,283.2657
Middle East and Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2050,680.3429,25535.3,Floor area (Million m²),267.9014999522354,264.6707
Middle East and Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2015,477.7181,11856.199999999999,Floor area (Million m²),169.86242476354545,409.195
Middle East and Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2040,669.4447,20718.800000000003,Floor area (Million m²),186.1732110442374,262.6168
Middle East and Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2050,724.7476,24842.5,Floor area (Million m²),228.80481513327987,85.2658
Middle East and Africa,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2015,477.7181,11856.199999999999,Floor area (Million m²),169.86242476354545,204.5975
Middle East and Africa,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2040,669.4447,20718.800000000003,Floor area (Million m²),301.4020254132085,363.1338
Middle East and Africa,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2050,724.7476,24842.5,Floor area (Million m²),353.3223464220944,444.5402
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2015,111.6676,5594.1,Floor area (Million m²),54.48791439763157,71.82039999999999
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2040,123.9194,7742.0,Floor area (Million m²),52.85898538263202,24.5254
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2050,124.5923,8110.799999999999,Floor area (Million m²),43.37919174548655,4.5895
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2015,111.6676,5594.1,Floor area (Million m²),54.48791439763157,71.82039999999999
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2040,123.9194,7395.2,Floor area (Million m²),46.21906945638752,18.5956
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2050,124.5923,7676.599999999999,Floor area (Million m²),36.6676220502538,3.1931
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2015,111.6676,5594.1,Floor area (Million m²),54.48791439763157,71.82039999999999
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2040,123.9194,7117.6,Floor area (Million m²),46.565396006497394,20.0488
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2050,124.5923,7245.5,Floor area (Million m²),33.247348810548,2.8128
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2015,111.6676,5594.1,Floor area (Million m²),21.5630075475307,71.82039999999999
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2040,123.9194,7672.3,Floor area (Million m²),33.3237794974688,30.7684
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2050,124.5923,8022.4,Floor area (Million m²),34.5562243240667,6.0871
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2015,111.6676,5594.1,Floor area (Million m²),54.48791439763157,71.82039999999999
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2040,123.9194,7672.3,Floor area (Million m²),61.1541033725051,56.8611
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2050,124.5923,8022.4,Floor area (Million m²),55.1638482850874,48.4315
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2015,111.6676,5594.1,Floor area (Million m²),54.48791439763157,143.64079999999998
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2040,125.6939,7720.1,Floor area (Million m²),59.6637049775495,61.0318
Non-EU Europe,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2050,127.3123,8276.199999999999,Floor area (Million m²),57.35645361612785,10.3786
Non-EU Europe,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2015,111.6676,5594.1,Floor area (Million m²),54.48791439763157,71.82039999999999
Non-EU Europe,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2040,125.6939,7720.1,Floor area (Million m²),70.96828126492906,81.08950000000002
Non-EU Europe,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2050,127.3123,8276.199999999999,Floor area (Million m²),73.69828986338139,76.1211
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2015,1180.0654,24857.3,Floor area (Million m²),232.71472246107206,199.1249
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2040,1431.5572,53124.6,Floor area (Million m²),348.91086271138454,131.3777
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2050,1460.2328,61720.2,Floor area (Million m²),397.55660647750744,49.4725
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2015,1180.0654,24857.3,Floor area (Million m²),232.71472246107206,199.1249
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2040,1431.5572,50675.4,Floor area (Million m²),301.97047864718195,113.4282
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2050,1460.2328,58269.0,Floor area (Million m²),310.2584312601562,40.1728
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2015,1180.0654,24857.3,Floor area (Million m²),232.71472246107206,199.1249
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2040,1431.557,49362.7,Floor area (Million m²),291.1125441864958,122.2928
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2050,1460.2328,55770.8,Floor area (Million m²),271.18085411293094,41.7095
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2015,1180.0654,24857.3,Floor area (Million m²),67.5074042227966,199.1249
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2040,1431.5572,47196.6,Floor area (Million m²),202.10423234929166,170.4452
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2050,1460.2328,54836.2,Floor area (Million m²),275.6687685105617,105.1772
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2015,1180.0654,24857.3,Floor area (Million m²),232.71472246107206,199.1249
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2040,1431.5572,47196.6,Floor area (Million m²),299.1401547721461,190.84690000000003
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2050,1460.2328,54836.2,Floor area (Million m²),340.30046813796315,208.6128
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2015,1180.0654,24857.3,Floor area (Million m²),232.71472246107206,398.2498
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2040,1478.0789,44494.700000000004,Floor area (Million m²),274.25480080252686,316.9006
Other Asia,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2050,1541.598,51751.9,Floor area (Million m²),339.9995223082125,109.9852
Other Asia,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2015,1180.0654,24857.3,Floor area (Million m²),232.71472246107206,199.1249
Other Asia,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2040,1478.0789,44494.700000000004,Floor area (Million m²),329.12248017579617,286.09350000000006
Other Asia,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2050,1541.598,51751.9,Floor area (Million m²),382.20120378332547,323.6334
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2015,286.8903,8890.9,Floor area (Million m²),234.37708990159948,263.4895
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2040,289.4048,13644.5,Floor area (Million m²),174.70383108818487,106.2953
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2050,286.8788,14602.800000000001,Floor area (Million m²),122.98175217349974,17.419900000000002
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2015,286.8903,8890.9,Floor area (Million m²),234.37708990159948,263.4895
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2040,289.4048,13257.7,Floor area (Million m²),161.13977261870915,66.6616
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2050,286.8788,14120.2,Floor area (Million m²),107.8245915735186,6.6587
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2015,286.8903,8890.9,Floor area (Million m²),234.37708990159948,263.4895
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2040,289.4048,12714.2,Floor area (Million m²),156.20760485335126,83.1459
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2050,286.8788,13226.5,Floor area (Million m²),101.12496417311722,13.4395
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2015,286.8903,8890.9,Floor area (Million m²),39.146842457247246,263.4895
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2040,289.4048,12879.9,Floor area (Million m²),61.61507595299617,137.08749999999998
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2050,286.8788,13788.199999999999,Floor area (Million m²),68.60370688831682,58.9778
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2015,286.8903,8890.9,Floor area (Million m²),234.37708990159948,263.4895
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2040,289.4048,12879.9,Floor area (Million m²),229.960829272957,255.8722
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2050,286.8788,13788.199999999999,Floor area (Million m²),195.98261201872882,146.1583
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2015,286.8903,8890.9,Floor area (Million m²),234.37708990159948,526.979
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2040,290.345,12259.800000000001,Floor area (Million m²),145.96828126493034,220.198
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2050,289.3406,13298.7,Floor area (Million m²),131.243431737845,78.7104
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2015,286.8903,8890.9,Floor area (Million m²),234.37708990159948,263.4895
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2040,290.345,12259.800000000001,Floor area (Million m²),245.9826120187297,279.03819999999996
Russia and Former Soviet Union,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2050,289.3406,13298.7,Floor area (Million m²),235.05063533008902,242.1575
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2015,972.711,15211.5,Floor area (Million m²),287.5585172446786,123.0697
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2040,1510.0457,40751.600000000006,Floor area (Million m²),190.71367153912618,82.6113
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2050,1633.1926,55239.3,Floor area (Million m²),234.47262826025047,31.9075
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2015,972.711,15211.5,Floor area (Million m²),287.5585172446786,123.0697
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2040,1510.0457,38239.4,Floor area (Million m²),183.8611827648832,59.558499999999995
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2050,1633.1926,50519.9,Floor area (Million m²),178.15276583548595,27.949800000000003
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2015,972.711,15211.5,Floor area (Million m²),287.5585172446786,123.0697
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2040,1510.046,37802.0,Floor area (Million m²),181.44167383204663,86.1198
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2050,1633.1926,49305.5,Floor area (Million m²),177.45772427629996,53.5871
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2015,972.711,15211.5,Floor area (Million m²),13.377758670106276,123.0697
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2040,1510.0457,35495.5,Floor area (Million m²),72.85755230725259,123.6479
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2050,1633.1926,47234.7,Floor area (Million m²),139.68902264259336,105.8932
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2015,972.711,15211.5,Floor area (Million m²),287.5585172446786,123.0697
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2040,1510.0457,35495.5,Floor area (Million m²),295.75093149900187,166.57340000000002
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2050,1633.1926,47234.7,Floor area (Million m²),279.5404604948934,181.1901
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2015,972.711,15211.5,Floor area (Million m²),287.5585172446786,246.1394
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2040,1688.2663,34697.899999999994,Floor area (Million m²),277.3908474252459,317.69
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2050,1959.0324,47341.799999999996,Floor area (Million m²),255.27849431547202,196.214
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2015,972.711,15211.5,Floor area (Million m²),287.5585172446786,123.0697
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2040,1688.2663,34697.899999999994,Floor area (Million m²),389.1157924906916,424.4539
Sub-Saharan Africa,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2050,1959.0324,47341.799999999996,Floor area (Million m²),459.374701442637,736.2359
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2015,320.739,30518.7,Floor area (Million m²),479.92022547053455,459.5749
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2040,361.0036,35857.100000000006,Floor area (Million m²),321.4507499761209,92.7294
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2050,370.1471,36818.8,Floor area (Million m²),259.9765931021349,17.6771
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2015,320.739,30518.7,Floor area (Million m²),479.92022547053455,459.5749
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2040,361.0036,33482.2,Floor area (Million m²),273.70545524028364,67.2625
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2050,370.1471,33767.8,Floor area (Million m²),207.0602847043123,1.8425
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2015,320.739,30518.7,Floor area (Million m²),479.92022547053455,459.5749
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2040,361.0036,32828.8,Floor area (Million m²),282.31107289577244,80.9554
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2050,370.1471,32829.4,Floor area (Million m²),203.1623196713515,9.615099999999998
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2015,320.739,30518.7,Floor area (Million m²),253.1742619661837,459.5749
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2040,361.0036,37560.8,Floor area (Million m²),241.99388554505043,130.5124
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2050,370.1471,38120.9,Floor area (Million m²),221.41492309162507,22.4897
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2015,320.739,30518.7,Floor area (Million m²),479.92022547053455,459.5749
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2040,361.0036,37560.8,Floor area (Million m²),391.855354925009,324.26439999999997
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2050,370.1471,38120.9,Floor area (Million m²),319.7955479124923,265.3493
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2015,320.739,30518.7,Floor area (Million m²),479.92022547053455,919.1498
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2040,369.427,38837.1,Floor area (Million m²),395.8608006114522,327.58299999999997
United States,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2050,387.1595,40936.9,Floor area (Million m²),391.09343651476735,189.0052
United States,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2015,320.739,30518.7,Floor area (Million m²),479.92022547053455,459.5749
United States,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2040,369.427,38837.1,Floor area (Million m²),469.0097449125904,374.5279
United States,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2050,387.1595,40936.9,Floor area (Million m²),446.79707652623284,354.2024
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2015,7407.8612,236930.80000000002,Floor area (Million m²),2818.6849144932166,3063.2464999999997
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2040,8740.7919,411062.6,Floor area (Million m²),2998.9419126779912,1089.0146
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_EI-1p5C-CCimp,2050,8897.7041,454679.7,Floor area (Million m²),2727.682239419173,281.2254
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2015,7407.8612,236930.80000000002,Floor area (Million m²),2818.6849144932166,3063.2464999999997
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2040,8740.7919,375543.3,Floor area (Million m²),2600.530237890557,824.9947
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_MC-1p5C-CCimp,2050,8897.7041,409277.0,Floor area (Million m²),2159.0355402694545,208.3391
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2015,7407.8612,236930.80000000002,Floor area (Million m²),2818.6849144932166,3063.2464999999997
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2040,8740.7917,352818.4,Floor area (Million m²),2513.224897296307,946.9212
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SDP_RC-1p5C-CCimp,2050,8897.7041,381159.89999999997,Floor area (Million m²),1955.350148084489,268.3361
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2015,7407.8612,236930.80000000002,Floor area (Million m²),929.9417216012387,3063.2464999999997
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2040,8740.7919,384840.5,Floor area (Million m²),1803.7403267412174,1600.1898
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-1p5C,2050,8897.7041,423184.39999999997,Floor area (Million m²),1976.7292442916164,731.6103
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2015,7407.8612,236930.80000000002,Floor area (Million m²),2818.6849144932166,3063.2464999999997
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2040,8740.7919,384840.5,Floor area (Million m²),3320.5813509124478,2848.8624
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP1-NPi,2050,8897.7041,423184.39999999997,Floor area (Million m²),3046.486576860661,2391.9242
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2015,14815.0518,473861.5999999999,Floor area (Million m²),5637.369828986433,6126.4929999999995
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2040,18111.79,742303.4,Floor area (Million m²),5742.782077004014,2805.661
WLD,Buildings - Residential and Commercial,REMIND-MAgPIE 3.2-4.6 - SSP2-1p5C-CCimp,2050,18898.7534,828460.7999999999,Floor area (Million m²),5918.6968567881,1210.133
WLD,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2015,7407.5259,236930.80000000002,Floor area (Million m²),2818.6849144932166,3063.2464999999997
WLD,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2040,9055.895,371151.7,Floor area (Million m²),3654.089041750324,3499.2131
WLD,Buildings - Residential and Commercial,REMIndia-MAgPIE 3.2-4.6 - SSP2-NPi-CCimp,2050,9449.3767,414230.39999999997,Floor area (Million m²),3773.3854017388626,3754.9641
