Model,Scenario,Region,Sector,Variable_clean,Unit,2015,2040,2050
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Other Asia,Buildings - Residential and Commercial,Energy Service,bn m2/yr,24.8573,44.4947,51.7519
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Russia and Former Soviet Union,Buildings - Residential and Commercial,Energy Service,bn m2/yr,8.8909,12.2598,13.2987
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Sub-Saharan Africa,Buildings - Residential and Commercial,Energy Service,bn m2/yr,15.2115,34.6979,47.3418
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,United States,Buildings - Residential and Commercial,Energy Service,bn m2/yr,30.5187,38.8371,40.9369
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Final Energy,EJ/yr,3.307,2.7673,2.6217
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,China,Buildings - Residential and Commercial,Final Energy,EJ/yr,18.7577,28.5372,27.6833
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Europe,Buildings - Residential and Commercial,Final Energy,EJ/yr,17.8593,13.4936,11.4676
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,India,Buildings - Residential and Commercial,Final Energy,EJ/yr,7.2483,9.5106,11.798
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Japan,Buildings - Residential and Commercial,Final Energy,EJ/yr,4.0348,2.6981,2.4634
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Latin America and Caribbean,Buildings - Residential and Commercial,Final Energy,EJ/yr,5.7235,7.1383,9.0947
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Middle East and Africa,Buildings - Residential and Commercial,Final Energy,EJ/yr,7.1118,7.7947,9.5796
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Non-EU Europe,Buildings - Residential and Commercial,Final Energy,EJ/yr,2.2813,2.498,2.4014
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Other Asia,Buildings - Residential and Commercial,Final Energy,EJ/yr,9.7433,11.4825,14.2351
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Russia and Former Soviet Union,Buildings - Residential and Commercial,Final Energy,EJ/yr,9.8129,6.1114,5.4949
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Sub-Saharan Africa,Buildings - Residential and Commercial,Final Energy,EJ/yr,12.0395,11.6138,10.688
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,United States,Buildings - Residential and Commercial,Final Energy,EJ/yr,20.0933,16.5739,16.3743
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Population,million,64.1343,79.3606,84.1386
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,China,Buildings - Residential and Commercial,Population,million,1411.2736,1391.432,1318.2783
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Europe,Buildings - Residential and Commercial,Population,million,509.7676,518.9234,515.8634
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,India,Buildings - Residential and Commercial,Population,million,1322.8665,1602.4071,1650.7419
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Japan,Buildings - Residential and Commercial,Population,million,127.141,112.9753,106.2018
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Latin America and Caribbean,Buildings - Residential and Commercial,Population,million,622.5515,729.5408,744.9623
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Middle East and Africa,Buildings - Residential and Commercial,Population,million,477.7181,669.4447,724.7476
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Non-EU Europe,Buildings - Residential and Commercial,Population,million,111.6676,125.6939,127.3123
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Other Asia,Buildings - Residential and Commercial,Population,million,1180.0654,1478.0789,1541.598
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Russia and Former Soviet Union,Buildings - Residential and Commercial,Population,million,286.8903,290.345,289.3406
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Sub-Saharan Africa,Buildings - Residential and Commercial,Population,million,972.711,1688.2663,1959.0324
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,United States,Buildings - Residential and Commercial,Population,million,320.739,369.427,387.1595
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Energy Service,bn m2/yr,3.458,5.0952,5.6593
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,China,Buildings - Residential and Commercial,Energy Service,bn m2/yr,64.6625,100.301,101.8745
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Europe,Buildings - Residential and Commercial,Energy Service,bn m2/yr,26.6618,31.0184,32.4458
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,India,Buildings - Residential and Commercial,Energy Service,bn m2/yr,17.1945,37.1074,44.8531
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Japan,Buildings - Residential and Commercial,Energy Service,bn m2/yr,7.1718,7.2632,7.0428
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Latin America and Caribbean,Buildings - Residential and Commercial,Energy Service,bn m2/yr,20.8535,31.6381,35.9069
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Middle East and Africa,Buildings - Residential and Commercial,Energy Service,bn m2/yr,11.8562,20.7188,24.8425
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Non-EU Europe,Buildings - Residential and Commercial,Energy Service,bn m2/yr,5.5941,7.7201,8.2762
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Other Asia,Buildings - Residential and Commercial,Energy Service,bn m2/yr,24.8573,44.4947,51.7519
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Russia and Former Soviet Union,Buildings - Residential and Commercial,Energy Service,bn m2/yr,8.8909,12.2598,13.2987
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Sub-Saharan Africa,Buildings - Residential and Commercial,Energy Service,bn m2/yr,15.2115,34.6979,47.3418
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,United States,Buildings - Residential and Commercial,Energy Service,bn m2/yr,30.5187,38.8371,40.9369
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Final Energy,EJ/yr,3.307,2.7673,2.6217
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,China,Buildings - Residential and Commercial,Final Energy,EJ/yr,18.7577,28.5372,27.6833
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Europe,Buildings - Residential and Commercial,Final Energy,EJ/yr,17.8593,13.4936,11.4676
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,India,Buildings - Residential and Commercial,Final Energy,EJ/yr,7.2483,9.5106,11.798
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Japan,Buildings - Residential and Commercial,Final Energy,EJ/yr,4.0348,2.6981,2.4634
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Latin America and Caribbean,Buildings - Residential and Commercial,Final Energy,EJ/yr,5.7235,7.1383,9.0947
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Middle East and Africa,Buildings - Residential and Commercial,Final Energy,EJ/yr,7.1118,7.7947,9.5796
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Non-EU Europe,Buildings - Residential and Commercial,Final Energy,EJ/yr,2.2813,2.498,2.4014
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Other Asia,Buildings - Residential and Commercial,Final Energy,EJ/yr,9.7433,11.4825,14.2351
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Russia and Former Soviet Union,Buildings - Residential and Commercial,Final Energy,EJ/yr,9.8129,6.1114,5.4949
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Sub-Saharan Africa,Buildings - Residential and Commercial,Final Energy,EJ/yr,12.0395,11.6138,10.688
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,United States,Buildings - Residential and Commercial,Final Energy,EJ/yr,20.0933,16.5739,16.3743
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Population,million,64.1343,79.3606,84.1386
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,China,Buildings - Residential and Commercial,Population,million,1411.2736,1391.432,1318.2783
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Europe,Buildings - Residential and Commercial,Population,million,509.7676,518.9234,515.8634
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,India,Buildings - Residential and Commercial,Population,million,1322.8665,1602.4071,1650.7419
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Japan,Buildings - Residential and Commercial,Population,million,127.141,112.9753,106.2018
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Latin America and Caribbean,Buildings - Residential and Commercial,Population,million,622.5515,729.5408,744.9623
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Middle East and Africa,Buildings - Residential and Commercial,Population,million,477.7181,669.4447,724.7476
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Non-EU Europe,Buildings - Residential and Commercial,Population,million,111.6676,125.6939,127.3123
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Other Asia,Buildings - Residential and Commercial,Population,million,1180.0654,1478.0789,1541.598
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Russia and Former Soviet Union,Buildings - Residential and Commercial,Population,million,286.8903,290.345,289.3406
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,Sub-Saharan Africa,Buildings - Residential and Commercial,Population,million,972.711,1688.2663,1959.0324
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,United States,Buildings - Residential and Commercial,Population,million,320.739,369.427,387.1595
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Energy Service,bn m2/yr,3.458,5.0143,5.3762
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,China,Buildings - Residential and Commercial,Energy Service,bn m2/yr,64.6625,104.8172,105.1
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Europe,Buildings - Residential and Commercial,Energy Service,bn m2/yr,26.6618,31.1717,31.4881
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,India,Buildings - Residential and Commercial,Energy Service,bn m2/yr,17.1945,41.2405,49.9888
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Japan,Buildings - Residential and Commercial,Energy Service,bn m2/yr,7.1718,7.3093,6.9802
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Latin America and Caribbean,Buildings - Residential and Commercial,Energy Service,bn m2/yr,20.8535,33.0694,36.7134
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Middle East and Africa,Buildings - Residential and Commercial,Energy Service,bn m2/yr,11.8562,21.413,25.5353
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Non-EU Europe,Buildings - Residential and Commercial,Energy Service,bn m2/yr,5.5941,7.6723,8.0224
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Other Asia,Buildings - Residential and Commercial,Energy Service,bn m2/yr,24.8573,47.1966,54.8362
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Russia and Former Soviet Union,Buildings - Residential and Commercial,Energy Service,bn m2/yr,8.8909,12.8799,13.7882
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Sub-Saharan Africa,Buildings - Residential and Commercial,Energy Service,bn m2/yr,15.2115,35.4955,47.2347
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,United States,Buildings - Residential and Commercial,Energy Service,bn m2/yr,30.5187,37.5608,38.1209
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Final Energy,EJ/yr,3.307,2.8534,2.2491
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,China,Buildings - Residential and Commercial,Final Energy,EJ/yr,18.7577,33.5035,26.2945
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Europe,Buildings - Residential and Commercial,Final Energy,EJ/yr,17.8593,15.8792,12.6575
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,India,Buildings - Residential and Commercial,Final Energy,EJ/yr,7.2483,11.4379,14.3773
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Japan,Buildings - Residential and Commercial,Final Energy,EJ/yr,4.0348,2.8508,2.1863
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Latin America and Caribbean,Buildings - Residential and Commercial,Final Energy,EJ/yr,5.7235,7.8207,8.7134
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Middle East and Africa,Buildings - Residential and Commercial,Final Energy,EJ/yr,7.1118,11.1791,11.2165
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Non-EU Europe,Buildings - Residential and Commercial,Final Energy,EJ/yr,2.2813,2.5604,2.3096
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Other Asia,Buildings - Residential and Commercial,Final Energy,EJ/yr,9.7433,12.5244,14.2477
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Russia and Former Soviet Union,Buildings - Residential and Commercial,Final Energy,EJ/yr,9.8129,9.628,8.2054
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Sub-Saharan Africa,Buildings - Residential and Commercial,Final Energy,EJ/yr,12.0395,12.3825,11.7038
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,United States,Buildings - Residential and Commercial,Final Energy,EJ/yr,20.0933,16.4062,13.3892
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Population,million,64.1343,77.8257,81.071
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,China,Buildings - Residential and Commercial,Population,million,1411.2736,1393.1334,1327.9226
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Europe,Buildings - Residential and Commercial,Population,million,510.1029,509.9892,502.6132
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,India,Buildings - Residential and Commercial,Population,million,1322.8665,1572.9139,1605.9617
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Japan,Buildings - Residential and Commercial,Population,million,127.141,112.6586,105.4099
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Latin America and Caribbean,Buildings - Residential and Commercial,Population,million,622.5515,713.9512,719.3392
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Middle East and Africa,Buildings - Residential and Commercial,Population,million,477.7181,644.3892,680.3429
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Non-EU Europe,Buildings - Residential and Commercial,Population,million,111.6676,123.9194,124.5923
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Other Asia,Buildings - Residential and Commercial,Population,million,1180.0654,1431.5572,1460.2328
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Russia and Former Soviet Union,Buildings - Residential and Commercial,Population,million,286.8903,289.4048,286.8788
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,Sub-Saharan Africa,Buildings - Residential and Commercial,Population,million,972.711,1510.0457,1633.1926
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,United States,Buildings - Residential and Commercial,Population,million,320.739,361.0036,370.1471
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Energy Service,bn m2/yr,3.458,5.0143,5.3762
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,China,Buildings - Residential and Commercial,Energy Service,bn m2/yr,64.6625,104.8172,105.1
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Europe,Buildings - Residential and Commercial,Energy Service,bn m2/yr,26.6618,31.1717,31.4881
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,India,Buildings - Residential and Commercial,Energy Service,bn m2/yr,17.1945,41.2405,49.9888
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Japan,Buildings - Residential and Commercial,Energy Service,bn m2/yr,7.1718,7.3093,6.9802
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Latin America and Caribbean,Buildings - Residential and Commercial,Energy Service,bn m2/yr,20.8535,33.0694,36.7134
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Middle East and Africa,Buildings - Residential and Commercial,Energy Service,bn m2/yr,11.8562,21.413,25.5353
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Non-EU Europe,Buildings - Residential and Commercial,Energy Service,bn m2/yr,5.5941,7.6723,8.0224
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Other Asia,Buildings - Residential and Commercial,Energy Service,bn m2/yr,24.8573,47.1966,54.8362
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Russia and Former Soviet Union,Buildings - Residential and Commercial,Energy Service,bn m2/yr,8.8909,12.8799,13.7882
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Sub-Saharan Africa,Buildings - Residential and Commercial,Energy Service,bn m2/yr,15.2115,35.4955,47.2347
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,United States,Buildings - Residential and Commercial,Energy Service,bn m2/yr,30.5187,37.5608,38.1209
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Final Energy,EJ/yr,1.6476,1.8368,1.6331
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,China,Buildings - Residential and Commercial,Final Energy,EJ/yr,5.8324,20.5225,17.5495
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Europe,Buildings - Residential and Commercial,Final Energy,EJ/yr,5.8224,7.2945,6.5176
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,India,Buildings - Residential and Commercial,Final Energy,EJ/yr,1.3999,7.3162,11.1429
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Japan,Buildings - Residential and Commercial,Final Energy,EJ/yr,2.1865,1.7082,1.5249
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Latin America and Caribbean,Buildings - Residential and Commercial,Final Energy,EJ/yr,2.4526,5.4631,6.548
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Middle East and Africa,Buildings - Residential and Commercial,Final Energy,EJ/yr,3.0652,5.7589,6.8662
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Non-EU Europe,Buildings - Residential and Commercial,Final Energy,EJ/yr,0.9028,1.3952,1.4468
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Other Asia,Buildings - Residential and Commercial,Final Energy,EJ/yr,2.8264,8.4617,11.5417
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Russia and Former Soviet Union,Buildings - Residential and Commercial,Final Energy,EJ/yr,1.639,2.5797,2.8723
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Sub-Saharan Africa,Buildings - Residential and Commercial,Final Energy,EJ/yr,0.5601,3.0504,5.8485
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,United States,Buildings - Residential and Commercial,Final Energy,EJ/yr,10.5999,10.1318,9.2702
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Population,million,64.1343,77.8257,81.071
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,China,Buildings - Residential and Commercial,Population,million,1411.2736,1393.1334,1327.9226
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Europe,Buildings - Residential and Commercial,Population,million,510.1029,509.9892,502.6132
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,India,Buildings - Residential and Commercial,Population,million,1322.8665,1572.9139,1605.9617
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Japan,Buildings - Residential and Commercial,Population,million,127.141,112.6586,105.4099
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Latin America and Caribbean,Buildings - Residential and Commercial,Population,million,622.5515,713.9512,719.3392
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Middle East and Africa,Buildings - Residential and Commercial,Population,million,477.7181,644.3892,680.3429
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Non-EU Europe,Buildings - Residential and Commercial,Population,million,111.6676,123.9194,124.5923
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Other Asia,Buildings - Residential and Commercial,Population,million,1180.0654,1431.5572,1460.2328
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Russia and Former Soviet Union,Buildings - Residential and Commercial,Population,million,286.8903,289.4048,286.8788
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,Sub-Saharan Africa,Buildings - Residential and Commercial,Population,million,972.711,1510.0457,1633.1926
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,United States,Buildings - Residential and Commercial,Population,million,320.739,361.0036,370.1471
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Energy Service,bn m2/yr,3.458,4.6099,4.8185
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,China,Buildings - Residential and Commercial,Energy Service,bn m2/yr,64.6625,74.12,70.8787
