Model,Scenario,Region,Sector,Variable_clean,Unit,2015,2040,2050
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Europe,Buildings - Residential and Commercial,Energy Service,bn m2/yr,26.6618,28.3922,27.9901
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,India,Buildings - Residential and Commercial,Energy Service,bn m2/yr,17.1945,44.1695,51.6025
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Japan,Buildings - Residential and Commercial,Energy Service,bn m2/yr,7.1718,6.4398,6.0056
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Latin America and Caribbean,Buildings - Residential and Commercial,Energy Service,bn m2/yr,20.8535,33.5433,35.959
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Middle East and Africa,Buildings - Residential and Commercial,Energy Service,bn m2/yr,11.8562,21.7184,25.5278
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Non-EU Europe,Buildings - Residential and Commercial,Energy Service,bn m2/yr,5.5941,7.1176,7.2455
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Other Asia,Buildings - Residential and Commercial,Energy Service,bn m2/yr,24.8573,49.3627,55.7708
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Russia and Former Soviet Union,Buildings - Residential and Commercial,Energy Service,bn m2/yr,8.8909,12.7142,13.2265
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Sub-Saharan Africa,Buildings - Residential and Commercial,Energy Service,bn m2/yr,15.2115,37.802,49.3055
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,United States,Buildings - Residential and Commercial,Energy Service,bn m2/yr,30.5187,32.8288,32.8294
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Final Energy,EJ/yr,3.307,2.0008,1.4612
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,China,Buildings - Residential and Commercial,Final Energy,EJ/yr,18.7577,21.4094,13.4055
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Europe,Buildings - Residential and Commercial,Final Energy,EJ/yr,17.8593,11.0958,6.9625
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,India,Buildings - Residential and Commercial,Final Energy,EJ/yr,7.2483,11.3105,11.9657
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Japan,Buildings - Residential and Commercial,Final Energy,EJ/yr,4.0348,1.9221,1.2833
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Latin America and Caribbean,Buildings - Residential and Commercial,Final Energy,EJ/yr,5.7235,7.2073,6.1785
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Middle East and Africa,Buildings - Residential and Commercial,Final Energy,EJ/yr,7.1118,10.1834,7.6944
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Non-EU Europe,Buildings - Residential and Commercial,Final Energy,EJ/yr,2.2813,1.9496,1.392
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Other Asia,Buildings - Residential and Commercial,Final Energy,EJ/yr,9.7433,12.1883,11.3538
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Russia and Former Soviet Union,Buildings - Residential and Commercial,Final Energy,EJ/yr,9.8129,6.5401,4.2339
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Sub-Saharan Africa,Buildings - Residential and Commercial,Final Energy,EJ/yr,12.0395,7.5966,7.4298
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,United States,Buildings - Residential and Commercial,Final Energy,EJ/yr,20.0933,11.8198,8.506
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Population,million,64.1343,77.8257,81.071
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,China,Buildings - Residential and Commercial,Population,million,1411.2736,1393.133,1327.9226
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Europe,Buildings - Residential and Commercial,Population,million,510.1029,509.9892,502.6132
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,India,Buildings - Residential and Commercial,Population,million,1322.8665,1572.914,1605.9617
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Japan,Buildings - Residential and Commercial,Population,million,127.141,112.6586,105.4099
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Latin America and Caribbean,Buildings - Residential and Commercial,Population,million,622.5515,713.9512,719.3392
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Middle East and Africa,Buildings - Residential and Commercial,Population,million,477.7181,644.3892,680.3429
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Non-EU Europe,Buildings - Residential and Commercial,Population,million,111.6676,123.9194,124.5923
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Other Asia,Buildings - Residential and Commercial,Population,million,1180.0654,1431.557,1460.2328
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Russia and Former Soviet Union,Buildings - Residential and Commercial,Population,million,286.8903,289.4048,286.8788
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,Sub-Saharan Africa,Buildings - Residential and Commercial,Population,million,972.711,1510.046,1633.1926
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,United States,Buildings - Residential and Commercial,Population,million,320.739,361.0036,370.1471
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Energy Service,bn m2/yr,3.458,5.0271,5.4045
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,China,Buildings - Residential and Commercial,Energy Service,bn m2/yr,64.6625,109.6972,110.0115
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Europe,Buildings - Residential and Commercial,Energy Service,bn m2/yr,26.6618,31.242,31.6449
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,India,Buildings - Residential and Commercial,Energy Service,bn m2/yr,17.1945,47.8677,56.7674
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Japan,Buildings - Residential and Commercial,Energy Service,bn m2/yr,7.1718,7.3237,7.0121
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Latin America and Caribbean,Buildings - Residential and Commercial,Energy Service,bn m2/yr,20.8535,35.3079,39.0631
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Middle East and Africa,Buildings - Residential and Commercial,Energy Service,bn m2/yr,11.8562,23.4772,28.2843
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Non-EU Europe,Buildings - Residential and Commercial,Energy Service,bn m2/yr,5.5941,7.742,8.1108
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Other Asia,Buildings - Residential and Commercial,Energy Service,bn m2/yr,24.8573,53.1246,61.7202
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Russia and Former Soviet Union,Buildings - Residential and Commercial,Energy Service,bn m2/yr,8.8909,13.6445,14.6028
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Sub-Saharan Africa,Buildings - Residential and Commercial,Energy Service,bn m2/yr,15.2115,40.7516,55.2393
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,United States,Buildings - Residential and Commercial,Energy Service,bn m2/yr,30.5187,35.8571,36.8188
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Final Energy,EJ/yr,3.307,2.4092,1.8257
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,China,Buildings - Residential and Commercial,Final Energy,EJ/yr,18.7577,29.029,21.6589
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Europe,Buildings - Residential and Commercial,Final Energy,EJ/yr,17.8593,13.0737,9.1706
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,India,Buildings - Residential and Commercial,Final Energy,EJ/yr,7.2483,13.5237,16.7471
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Japan,Buildings - Residential and Commercial,Final Energy,EJ/yr,4.0348,2.3038,1.751
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Latin America and Caribbean,Buildings - Residential and Commercial,Final Energy,EJ/yr,5.7235,8.5494,9.1987
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Middle East and Africa,Buildings - Residential and Commercial,Final Energy,EJ/yr,7.1118,11.0918,9.5389
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Non-EU Europe,Buildings - Residential and Commercial,Final Energy,EJ/yr,2.2813,2.2131,1.8162
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Other Asia,Buildings - Residential and Commercial,Final Energy,EJ/yr,9.7433,14.6082,16.6449
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Russia and Former Soviet Union,Buildings - Residential and Commercial,Final Energy,EJ/yr,9.8129,7.3145,5.149
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Sub-Saharan Africa,Buildings - Residential and Commercial,Final Energy,EJ/yr,12.0395,7.9848,9.8169
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,United States,Buildings - Residential and Commercial,Final Energy,EJ/yr,20.0933,13.4585,10.8847
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Population,million,64.1343,77.8257,81.071
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,China,Buildings - Residential and Commercial,Population,million,1411.2736,1393.1334,1327.9226
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Europe,Buildings - Residential and Commercial,Population,million,510.1029,509.9892,502.6132
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,India,Buildings - Residential and Commercial,Population,million,1322.8665,1572.9139,1605.9617
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Japan,Buildings - Residential and Commercial,Population,million,127.141,112.6586,105.4099
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Latin America and Caribbean,Buildings - Residential and Commercial,Population,million,622.5515,713.9512,719.3392
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Middle East and Africa,Buildings - Residential and Commercial,Population,million,477.7181,644.3892,680.3429
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Non-EU Europe,Buildings - Residential and Commercial,Population,million,111.6676,123.9194,124.5923
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Other Asia,Buildings - Residential and Commercial,Population,million,1180.0654,1431.5572,1460.2328
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Russia and Former Soviet Union,Buildings - Residential and Commercial,Population,million,286.8903,289.4048,286.8788
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,Sub-Saharan Africa,Buildings - Residential and Commercial,Population,million,972.711,1510.0457,1633.1926
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,United States,Buildings - Residential and Commercial,Population,million,320.739,361.0036,370.1471
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Energy Service,bn m2/yr,3.458,4.7955,5.1064
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,China,Buildings - Residential and Commercial,Energy Service,bn m2/yr,64.6625,88.4076,84.7308
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Europe,Buildings - Residential and Commercial,Energy Service,bn m2/yr,26.6618,30.8392,30.907
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,India,Buildings - Residential and Commercial,Energy Service,bn m2/yr,17.1945,44.627,53.063
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Japan,Buildings - Residential and Commercial,Energy Service,bn m2/yr,7.1718,7.2578,6.8653
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Latin America and Caribbean,Buildings - Residential and Commercial,Energy Service,bn m2/yr,20.8535,34.372,37.8429
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Middle East and Africa,Buildings - Residential and Commercial,Energy Service,bn m2/yr,11.8562,22.1943,26.4081
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Non-EU Europe,Buildings - Residential and Commercial,Energy Service,bn m2/yr,5.5941,7.3952,7.6766
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Other Asia,Buildings - Residential and Commercial,Energy Service,bn m2/yr,24.8573,50.6754,58.269
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Russia and Former Soviet Union,Buildings - Residential and Commercial,Energy Service,bn m2/yr,8.8909,13.2577,14.1202
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Sub-Saharan Africa,Buildings - Residential and Commercial,Energy Service,bn m2/yr,15.2115,38.2394,50.5199
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,United States,Buildings - Residential and Commercial,Energy Service,bn m2/yr,30.5187,33.4822,33.7678
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Final Energy,EJ/yr,3.307,2.0666,1.5437
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,China,Buildings - Residential and Commercial,Final Energy,EJ/yr,18.7577,24.2267,16.3204
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Europe,Buildings - Residential and Commercial,Final Energy,EJ/yr,17.8593,11.21,7.4478
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,India,Buildings - Residential and Commercial,Final Energy,EJ/yr,7.2483,11.0859,12.8421
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Japan,Buildings - Residential and Commercial,Final Energy,EJ/yr,4.0348,2.0886,1.4136
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Latin America and Caribbean,Buildings - Residential and Commercial,Final Energy,EJ/yr,5.7235,7.3689,7.1037
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Middle East and Africa,Buildings - Residential and Commercial,Final Energy,EJ/yr,7.1118,10.3503,8.5556
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Non-EU Europe,Buildings - Residential and Commercial,Final Energy,EJ/yr,2.2813,1.9351,1.5352
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Other Asia,Buildings - Residential and Commercial,Final Energy,EJ/yr,9.7433,12.6429,12.9899
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Russia and Former Soviet Union,Buildings - Residential and Commercial,Final Energy,EJ/yr,9.8129,6.7466,4.5144
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Sub-Saharan Africa,Buildings - Residential and Commercial,Final Energy,EJ/yr,12.0395,7.6979,7.4589
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,United States,Buildings - Residential and Commercial,Final Energy,EJ/yr,20.0933,11.4595,8.6692
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,"Canada, Australia, New Zealand",Buildings - Residential and Commercial,Population,million,64.1343,77.8257,81.071
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,China,Buildings - Residential and Commercial,Population,million,1411.2736,1393.1334,1327.9226
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Europe,Buildings - Residential and Commercial,Population,million,510.1029,509.9892,502.6132
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,India,Buildings - Residential and Commercial,Population,million,1322.8665,1572.9139,1605.9617
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Japan,Buildings - Residential and Commercial,Population,million,127.141,112.6586,105.4099
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Latin America and Caribbean,Buildings - Residential and Commercial,Population,million,622.5515,713.9512,719.3392
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Middle East and Africa,Buildings - Residential and Commercial,Population,million,477.7181,644.3892,680.3429
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Non-EU Europe,Buildings - Residential and Commercial,Population,million,111.6676,123.9194,124.5923
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Other Asia,Buildings - Residential and Commercial,Population,million,1180.0654,1431.5572,1460.2328
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Russia and Former Soviet Union,Buildings - Residential and Commercial,Population,million,286.8903,289.4048,286.8788
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,Sub-Saharan Africa,Buildings - Residential and Commercial,Population,million,972.711,1510.0457,1633.1926
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,United States,Buildings - Residential and Commercial,Population,million,320.739,361.0036,370.1471
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,WLD,Buildings - Residential and Commercial,Emissions,Mt CO2e/yr,3063.2464999999997,1089.0146,281.2254
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,WLD,Buildings - Residential and Commercial,Energy Service,bn m2/yr,236.93079999999998,411.06260000000003,454.6797
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,WLD,Buildings - Residential and Commercial,Final Energy,EJ/yr,118.0127,125.55969999999999,114.2026
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,WLD,Buildings - Residential and Commercial,Population,million,7407.8612,8740.7919,8897.7041
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,WLD,Buildings - Residential and Commercial,Emissions,Mt CO2e/yr,3063.2464999999997,824.9947,208.3391
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,WLD,Buildings - Residential and Commercial,Energy Service,bn m2/yr,236.93079999999998,375.54330000000004,409.277
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,WLD,Buildings - Residential and Commercial,Final Energy,EJ/yr,118.0127,108.879,90.3945
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,WLD,Buildings - Residential and Commercial,Population,million,7407.8612,8740.7919,8897.7041
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,WLD,Buildings - Residential and Commercial,Emissions,Mt CO2e/yr,3063.2464999999997,946.9212,268.3361
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,WLD,Buildings - Residential and Commercial,Energy Service,bn m2/yr,236.93079999999998,352.8184,381.1599
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,WLD,Buildings - Residential and Commercial,Final Energy,EJ/yr,118.0127,105.22370000000001,81.8666
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,WLD,Buildings - Residential and Commercial,Population,million,7407.8612,8740.7917,8897.7041
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,WLD,Buildings - Residential and Commercial,Emissions,Mt CO2e/yr,3063.2464999999997,1600.1897999999999,731.6103
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,WLD,Buildings - Residential and Commercial,Energy Service,bn m2/yr,236.93079999999998,384.8405,423.1844
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,WLD,Buildings - Residential and Commercial,Final Energy,EJ/yr,38.934799999999996,75.519,82.76169999999999
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,WLD,Buildings - Residential and Commercial,Population,million,7407.8612,8740.7919,8897.7041
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,WLD,Buildings - Residential and Commercial,Emissions,Mt CO2e/yr,3063.2464999999997,2848.8624,2391.9242
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,WLD,Buildings - Residential and Commercial,Energy Service,bn m2/yr,236.93079999999998,384.8405,423.1844
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,WLD,Buildings - Residential and Commercial,Final Energy,EJ/yr,118.0127,139.0261,127.5503
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,WLD,Buildings - Residential and Commercial,Population,million,7407.8612,8740.7919,8897.7041
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,WLD,Buildings - Residential and Commercial,Emissions,Mt CO2e/yr,6126.4929999999995,2805.661,1210.133
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,WLD,Buildings - Residential and Commercial,Energy Service,bn m2/yr,473.86159999999995,742.3034,828.4608
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,WLD,Buildings - Residential and Commercial,Final Energy,EJ/yr,236.0254,240.4388,247.804
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,WLD,Buildings - Residential and Commercial,Population,million,14815.0518,18111.79,18898.7534
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,WLD,Buildings - Residential and Commercial,Emissions,Mt CO2e/yr,3063.2464999999997,3499.2131,3754.9641
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,WLD,Buildings - Residential and Commercial,Energy Service,bn m2/yr,236.93079999999998,371.1517,414.2304
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,WLD,Buildings - Residential and Commercial,Final Energy,EJ/yr,118.0127,152.9894,157.9841
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,WLD,Buildings - Residential and Commercial,Population,million,7407.5259,9055.895,9449.3767
