Model,Scenario,Region,Sector,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2070,2080,2090,2100,Variable_clean,Unit
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,LAM,Residential and Commercial,120.80610000000001,127.5495,133.1766,120.9832,142.02319999999997,91.05940000000001,85.9697,74.6669,51.652699999999996,36.3707,34.0837,29.955,27.411699999999996,7.977799999999999,5.7864,2.1612,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,MEA,,10.0979,12.6114,14.921399999999998,16.54,18.815,21.3333,24.4467,27.1719,29.8872,32.4015,34.2657,35.6177,38.3155,39.4602,39.7663,39.163,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,MEA,Residential and Commercial,179.6299,197.61819999999997,204.5975,217.9326,305.8675,200.62380000000002,179.1235,147.58520000000001,102.75309999999999,38.5405,5.573300000000001,3.9688000000000003,2.568,2.5611,1.1366,0.1052,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,NEU,,5.1804,5.7578,6.4969,7.0402000000000005,7.6661,8.1636,8.6225,9.067499999999999,9.3421,9.469199999999999,9.4411,9.4825,9.309000000000001,9.1161,8.8182,8.3993,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,NEU,Residential and Commercial,61.217000000000006,72.5768,71.82039999999999,74.931,80.2337,53.5163,44.9964,30.7684,11.3214,6.0871,5.2407,5.2435,5.2532000000000005,2.6784999999999997,1.968,0.0494,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,OAS,,19.5711,23.2755,27.683699999999998,32.0325,37.5939,43.4648,49.6688,55.6583,61.296899999999994,66.3779,69.7212,72.0102,74.9933,75.7082,74.3259,71.4397,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,OAS,Residential and Commercial,204.6411,199.9929,199.1249,223.16509999999997,257.5911,192.0748,188.765,170.4452,124.01639999999999,105.1772,95.4628,5.352,6.7835,6.7995,4.6803,2.9904,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,REF,,8.8137,9.7909,10.5299,11.2285,12.201099999999999,13.294,14.552,15.459599999999998,16.114800000000002,16.6605,16.9676,17.2034,17.1429,17.0517,16.867,16.6756,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,REF,Residential and Commercial,248.36659999999998,255.3815,263.4895,335.1761,379.4092,215.57770000000002,180.9122,137.08749999999998,101.7236,58.9778,44.3697,44.368100000000005,42.2215,38.0753,22.874399999999998,0.0886,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,SSA,,11.1375,13.4537,15.7716,18.3601,21.287499999999998,26.3085,32.0525,38.5459,45.695299999999996,53.0832,59.9552,66.6557,77.03750000000001,83.4162,85.79419999999999,85.2794,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,SSA,Residential and Commercial,103.81419999999999,108.2377,123.0697,168.8804,274.0161,216.7242,134.9005,123.64789999999999,112.2438,105.89320000000001,102.627,13.7336,4.8494,5.5356,7.9608,6.0717,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,USA,,37.448800000000006,39.2393,41.1186,42.3862,44.5863,45.5825,47.10850000000001,47.6926,47.9801,47.3911,46.1905,45.405100000000004,44.618199999999995,44.4268,43.705600000000004,42.39,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,USA,Residential and Commercial,521.0592,499.31089999999995,459.57489999999996,446.9223,442.20760000000007,312.7182,225.50549999999998,130.51239999999999,34.8193,22.4897,18.477,9.819299999999998,5.639200000000001,0.2263,0.1989,0.1625,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,CAZ,,2.7667,3.0637,3.458,3.8247,4.1862,4.4944,4.7716,5.0143,5.2143,5.3762,5.5069,5.6167,5.8153,6.0059,6.1473,6.1569,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,CAZ,Residential and Commercial,81.69380000000001,77.3457,77.5662,70.85839999999999,69.5715,65.236,57.7675,46.5869,36.3447,29.4312,24.393600000000003,21.393800000000002,18.527,17.476000000000003,15.4664,9.5594,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,CHA,,43.9558,55.2209,64.6625,71.033,83.0195,93.5247,100.7411,104.8172,106.0984,105.1,102.3519,98.4646,89.3207,80.1855,71.256,63.2205,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,CHA,Residential and Commercial,534.4711,563.1417,676.4475,648.8297,669.6752,692.9223,754.0098999999999,708.7184,604.4394,491.4447,430.0887,346.97520000000003,249.0823,163.024,106.1511,49.7573,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,EUR,,24.47,25.558,26.6618,27.9984,28.9242,29.85,30.619,31.1717,31.4557,31.4881,31.3225,31.0256,30.2673,29.5754,28.9376,28.2328,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,EUR,Residential and Commercial,693.0435,665.9689999999999,553.6432,552.6549000000001,496.1798,426.36830000000003,437.5393,431.882,381.161,357.7062,317.2521,259.18190000000004,190.95680000000002,88.81389999999999,51.212900000000005,23.939899999999998,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,IND,,11.7627,13.1311,17.1945,20.5573,24.6917,29.9196,35.6191,41.2405,46.1213,49.9888,52.8997,55.0561,57.6986,58.7141,58.5616,57.4955,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,IND,Residential and Commercial,140.0694,185.4588,194.9417,273.0439,255.9976,241.2026,220.87180000000004,218.32930000000002,225.0983,226.0333,222.05140000000003,175.7141,165.607,33.5367,17.8071,16.639400000000002,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,JPN,,6.9832,6.9999,7.1718,7.2356,7.3911,7.4186,7.3944,7.3093,7.1636,6.9802,6.7736,6.5548,6.0744,5.5591,5.0984,4.7039,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,JPN,Residential and Commercial,145.12679999999997,122.5334,105.7944,100.4315,93.8945,85.4611,65.3579,50.992200000000004,40.1549,33.3003,26.8143,20.4425,15.164700000000002,12.6382,6.5027,3.0124,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,LAM,,16.9593,19.1642,20.8535,22.0328,23.7679,27.0591,30.2648,33.0694,35.2203,36.7134,37.632,38.0929,38.0591,37.1894,35.7707,34.01,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,LAM,Residential and Commercial,120.80610000000001,127.5495,133.1766,120.9832,121.1869,118.0883,115.09859999999999,114.6699,141.68519999999998,139.5958,134.8878,123.1606,112.6022,104.1802,51.265800000000006,16.7508,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,MEA,,8.4299,10.2331,11.8562,13.193,14.6187,16.8196,19.1051,21.413,23.5805,25.5353,27.2085,28.5613,30.3109,31.0498,31.1268,30.7865,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,MEA,Residential and Commercial,179.6299,197.61819999999997,204.5975,217.9326,249.9793,267.54940000000005,282.83040000000005,283.2657,270.779,264.6707,240.4343,118.6491,67.70930000000001,50.2417,37.1213,28.7533,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,NEU,,4.4769,4.9162,5.5941,6.0308,6.5099,6.956,7.3531,7.6723,7.8937,8.0224,8.0722,8.0633,7.9389,7.7305,7.4308,7.0694,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,NEU,Residential and Commercial,61.217000000000006,72.5768,71.82039999999999,74.931,72.56150000000001,67.5423,59.9383,56.8611,51.0817,48.4315,46.4013,44.2627,37.227399999999996,32.7584,16.2216,10.981200000000001,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,OAS,,17.8431,21.0132,24.8573,28.5631,32.6068,37.5607,42.4957,47.1966,51.3627,54.8362,57.5208,59.4265,61.3034,61.3147,59.9953,57.6704,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,OAS,Residential and Commercial,204.6411,199.9929,199.1249,223.16509999999997,203.29250000000002,197.20549999999997,190.4346,190.84690000000003,188.7265,208.6128,205.02259999999998,142.9277,101.35750000000002,57.8688,41.03470000000001,28.5726,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,REF,,7.6314,8.3147,8.8909,9.409,9.9333,11.0894,12.0876,12.8799,13.4326,13.7882,13.9981,14.1123,14.1476,14.0212,13.8495,13.7291,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,REF,Residential and Commercial,248.36659999999998,255.3815,263.4895,335.1761,322.15959999999995,282.47549999999995,268.2155,255.8722,200.29809999999998,146.1583,110.7059,81.2256,48.769999999999996,23.4818,18.4132,15.1832,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,SSA,,10.6878,12.946,15.2115,17.6464,20.3463,24.863,29.877,35.4955,41.3724,47.2347,52.7095,57.448,64.2334,67.9918,69.327,68.5474,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,SSA,Residential and Commercial,103.81419999999999,108.2377,123.0697,168.8804,278.3166,270.8929,194.2726,166.57340000000002,165.24069999999998,181.1901,181.7168,189.59279999999998,154.8191,127.98140000000001,35.7327,16.4585,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,USA,,27.4095,28.8458,30.5187,31.7833,33.9697,35.4926,36.7257,37.5608,37.9923,38.1209,38.0536,37.9093,37.6033,37.2452,36.5934,35.6143,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-NPi,USA,Residential and Commercial,521.0592,499.31089999999995,459.57489999999996,446.9223,417.52729999999997,392.3506,353.84090000000003,324.26439999999997,306.50169999999997,265.3493,236.79720000000003,215.88649999999998,187.59789999999998,117.44590000000001,84.9766,62.5437,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,CAZ,,5.5334,6.1274,6.916,7.6494,8.3948,9.0168,9.6136,10.1904,10.7568,11.3186,11.886,12.4744,13.7432,15.0936,16.4746,17.9476,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,CAZ,Residential and Commercial,163.38760000000002,154.69140000000002,155.1324,141.7168,129.4576,107.8358,63.8384,23.936200000000003,4.3408,3.7802,3.3594,3.3318,2.7614,2.3080000000000003,2.2062,0.0664,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,CHA,,87.9116,110.4418,129.325,142.066,167.5742,183.6626,194.3368,200.602,203.6582,203.749,201.2872,197.002,185.7958,173.529,161.3402,150.118,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,CHA,Residential and Commercial,1068.9422,1126.2834,1352.895,1297.6594,1355.9914,913.6068,687.2172,441.39939999999996,264.9094,155.4762,168.25740000000002,66.0954,45.7494,32.0398,26.9874,11.4572,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,EUR,,48.94,51.116,53.3236,55.997,57.1438,58.8862,60.4932,62.0368,63.5176,64.8916,66.1236,67.2792,69.6466,72.3134,75.261,78.5624,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,EUR,Residential and Commercial,1386.087,1331.9379999999999,1107.2864,1105.3098,860.6368,772.3588,551.2006,270.0772,64.42060000000001,49.73,49.7958,43.0644,21.3618,2.0044,0.40740000000000004,0.1794,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,IND,,23.5254,26.2622,34.389,41.1146,49.2068,57.5942,65.9866,74.2148,82.1854,89.7062,96.6548,102.9348,113.1928,120.5356,125.5646,128.7098,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,IND,Residential and Commercial,280.1388,370.9176,389.8834,546.0878,572.1628000000001,538.2356,359.43719999999996,326.846,284.76919999999996,166.3624,8.3726,5.194,4.1058,78.40660000000001,13.1786,12.5276,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,JPN,,13.9664,13.9998,14.3436,14.4712,14.8324,14.8164,14.7104,14.5264,14.3062,14.0856,13.8646,13.6298,13.0802,12.5564,12.2272,12.019,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,JPN,Residential and Commercial,290.2536,245.0668,211.5888,200.863,183.9472,160.308,125.2998,80.3938,47.4682,32.6992,33.4324,31.4704,26.3794,23.0882,17.2618,1.9682000000000002,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,LAM,,33.9186,38.3284,41.707,44.0656,47.6164,52.9392,58.2394,63.2762,67.8188,71.8138,75.2628,78.1724,82.474,85.0912,86.3964,86.683,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,LAM,Residential and Commercial,241.6122,255.099,266.3532,241.9664,235.7416,223.217,196.5246,156.9882,143.1318,132.5258,128.3836,90.218,86.5766,27.4546,21.9716,16.2998,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,MEA,,16.8598,20.4662,23.7124,26.386,29.2596,33.2114,37.2792,41.4376,45.5948,49.685,53.6796,57.5922,65.0786,71.7936,77.5582,82.2288,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,MEA,Residential and Commercial,359.25980000000004,395.23639999999995,409.195,435.8652,468.3954,388.4208,321.12559999999996,262.6168,217.3768,85.2658,9.3896,10.431000000000001,5.4918000000000005,5.0258,4.7792,1.0574000000000001,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,NEU,,8.9538,9.8324,11.1882,12.0616,13.0536,13.9164,14.7254,15.4402,16.0492,16.5524,16.965,17.309,17.8532,18.2394,18.5016,18.7086,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,NEU,Residential and Commercial,122.43400000000001,145.1536,143.64079999999998,149.862,146.9076,114.9584,90.6342,61.0318,32.0432,10.3786,10.7018,19.3612,14.4046,7.2298,7.0012,0.5886,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,OAS,,35.6862,42.0264,49.7146,57.1262,65.3416,73.6962,81.5104,88.9894,96.3502,103.5038,110.3874,116.9762,129.0032,138.8522,146.1112,150.9674,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,OAS,Residential and Commercial,409.2822,399.9858,398.2498,446.3302,425.2284,371.257,356.67580000000004,316.9006,244.8432,109.98519999999999,13.7196,19.0868,38.4628,45.3864,40.0796,30.6476,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,REF,,15.2628,16.6294,17.7818,18.818,19.846,21.605,23.1598,24.5196,25.651,26.5974,27.4186,28.158,29.4526,30.644,31.9556,33.258,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,REF,Residential and Commercial,496.7332,510.763,526.979,670.3522,621.4646,415.3428,316.8594,220.198,121.75240000000001,78.7104,73.6888,68.20179999999999,15.8302,10.3484,4.082,4.3992,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,SSA,,21.3756,25.892,30.423,35.2928,40.7168,49.0756,58.583,69.3958,81.4228,94.6836,109.1892,124.8566,158.4966,192.1138,222.2712,247.544,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,SSA,Residential and Commercial,207.62839999999997,216.4754,246.13940000000002,337.7608,478.3546,484.8418,340.076,317.69,260.9904,196.214,175.1552,20.5924,32.3566,45.7354,48.3992,45.449,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,USA,,54.819,57.6916,61.0374,63.5666,68.5678,71.9538,75.0706,77.6742,79.8896,81.8738,83.7922,85.789,90.0136,94.1366,97.9258,101.6836,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP2-1p5C-CCimp,USA,Residential and Commercial,1042.1184,998.6217999999999,919.1497999999999,893.8446,794.216,736.1382,529.1016000000001,327.58299999999997,232.2876,189.0052,165.648,40.643800000000006,17.1388,0.31679999999999997,0.289,0.29359999999999997,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,CAZ,,2.7667,3.0637,3.458,3.8247,4.1974,4.5084,4.8068,5.0952,5.3784,5.6593,5.943,6.2372,6.8716,7.5468,8.2373,8.9738,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,CAZ,Residential and Commercial,81.69380000000001,77.3457,77.5662,70.85839999999999,71.1157,69.55369999999999,63.5905,57.4949,50.56380000000001,50.194700000000005,44.785,43.300399999999996,43.716100000000004,36.7157,35.0616,30.599700000000002,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,China,,43.9558,55.2209,64.6625,71.033,83.7871,91.8313,97.1684,100.301,101.8291,101.8745,100.6436,98.501,92.8979,86.7645,80.6701,75.059,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,China,Residential and Commercial,534.4711,563.1417,676.4475,648.8297,679.0035000000001,711.2559,799.6046,788.0279,773.7916,748.5459,672.6265999999999,592.0097000000001,478.0521,405.00550000000004,294.1825,270.9266,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,EUR,,24.47,25.558,26.6618,27.9985,28.5719,29.4431,30.2466,31.0184,31.7588,32.4458,33.0618,33.6396,34.8233,36.1567,37.6305,39.2812,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,EUR,Residential and Commercial,693.0435,665.9689999999999,553.6432,552.6549000000001,458.48480000000006,398.7352,378.0783,323.7154,276.18629999999996,237.1293,217.52400000000003,197.7352,153.8198,119.7637,86.74549999999999,76.7887,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,India,,11.7627,13.1311,17.1945,20.5573,24.6034,28.7971,32.9933,37.1074,41.0927,44.8531,48.3274,51.4674,56.5964,60.2678,62.7823,64.3549,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,India,Residential and Commercial,140.0694,185.4588,194.9417,273.0439,274.70050000000003,287.2266,286.9476,297.8401,306.66010000000006,306.0565,308.9055,306.6327,344.66,364.89080000000007,364.9577,199.32999999999998,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,JPN,,6.9832,6.9999,7.1718,7.2356,7.4162,7.4082,7.3552,7.2632,7.1531,7.0428,6.9323,6.8149,6.5401,6.2782,6.1136,6.0095,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,JPN,Residential and Commercial,145.12679999999997,122.5334,105.7944,100.4315,95.83690000000001,91.4792,83.5273,74.03999999999999,65.84389999999999,60.129799999999996,53.2258,36.5266,30.1198,25.0641,20.0214,16.888099999999998,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,LAM,,16.9593,19.1642,20.8535,22.0328,23.8082,26.4696,29.1197,31.6381,33.9094,35.9069,37.6314,39.0862,41.237,42.5456,43.1982,43.3415,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,LAM,Residential and Commercial,120.80610000000001,127.5495,133.1766,120.9832,121.03909999999999,127.8442,148.57580000000002,149.758,168.9693,176.0174,186.83739999999997,187.84050000000002,189.7084,189.70850000000002,122.3113,111.2619,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,MEA,,8.4299,10.2331,11.8562,13.193,14.6298,16.6057,18.6396,20.7188,22.7974,24.8425,26.8398,28.7961,32.5393,35.8968,38.7791,41.1144,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,MEA,Residential and Commercial,179.6299,197.61819999999997,204.5975,217.9326,247.24859999999998,290.2184,331.2449,363.1338,398.513,444.5402,502.7149,506.8845,308.906,249.0179,207.4782,188.1174,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,NEU,,4.4769,4.9162,5.5941,6.0308,6.5268,6.9582,7.3627,7.7201,8.0246,8.2762,8.4825,8.6545,8.9266,9.1197,9.2508,9.3543,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,NEU,Residential and Commercial,61.217000000000006,72.5768,71.82039999999999,74.931,77.35470000000001,80.8292,81.38889999999999,81.08950000000002,76.63759999999999,76.1211,76.11959999999999,75.4923,70.3991,63.5427,53.5818,42.873900000000006,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,OAS,,17.8431,21.0132,24.8573,28.5631,32.6708,36.8481,40.7552,44.4947,48.1751,51.7519,55.1937,58.4881,64.5016,69.4261,73.0556,75.4837,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,OAS,Residential and Commercial,204.6411,199.9929,199.1249,223.16509999999997,231.8023,239.9164,280.68240000000003,286.09350000000006,317.8705,323.6334,306.9759,310.71680000000003,312.973,335.22729999999996,238.57330000000002,238.32270000000003,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,REF,,7.6314,8.3147,8.8909,9.409,9.923,10.8025,11.5799,12.2598,12.8255,13.2987,13.7093,14.079,14.7263,15.322,15.9778,16.629,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,REF,Residential and Commercial,248.36659999999998,255.3815,263.4895,335.1761,316.31820000000005,295.8026,292.4766,279.03819999999996,260.1759,242.1575,213.8787,195.15360000000004,184.7502,136.3091,101.7987,91.3441,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,SSA,,10.6878,12.946,15.2115,17.6464,20.3584,24.5378,29.2915,34.6979,40.7114,47.3418,54.5946,62.4283,79.2483,96.0569,111.1356,123.772,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,SSA,Residential and Commercial,103.81419999999999,108.2377,123.0697,168.8804,282.93039999999996,333.4149,374.1429,424.45390000000003,546.746,736.2359,664.0924,500.8493,448.9284,452.3399,509.5699,548.803,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,United States of America,,27.4095,28.8458,30.5187,31.7833,34.2839,35.9769,37.5353,38.8371,39.9448,40.9369,41.8961,42.8945,45.0068,47.0683,48.9629,50.8418,Emissions,Mt CO2e/yr
REMIndia-MAgPIE 3.2-4.6,SSP2-NPi-CCimp,United States of America,Residential and Commercial,521.0592,499.31089999999995,459.57489999999996,446.9223,430.17990000000003,428.464,403.48049999999995,374.5279,362.5981,354.2024,337.3689,324.66839999999996,304.34929999999997,227.1688,202.79330000000002,175.4404,Emissions,Mt CO2e/yr
